pintr_dif,O_sd,C_sd,E_sd,A_sd,N_sd,male,leeftijd,oplzon,ideology,ay09a018,ay09b018,cp09b024,cp09b034,cp09b044,cp09b054,cp09b059,cp09b064,cp09b069,cp09b029rc,cp09b039rc,cp09b049rc
0,-0.6002631001875919,-0.47838876947494313,0.025254586148818092,-0.900120796699998,0.24498208930290113,1,34,2,NA,3,3,3,3,3,3,2,3,3,3,3,3
1,-0.08726471193566841,0.2832838608844667,0.10467568790771112,0.6399563769691478,0.24498208930290113,0,44,6,2,4,3,4,3,3,4,3,4,3,3,4,3
0,-0.08726471193566841,-0.5735978482698694,0.025254586148818092,-0.797448985122055,0.018464329745575422,1,42,2,NA,1,1,4,3,4,4,3,3,4,3,3,3
2,-0.08726471193566841,0.2832838608844667,0.10467568790771112,-0.5921053619661688,-0.7365948687788436,1,61,1,7,4,2,3,4,4,4,1,4,5,3,2,4
1,-0.7028627778379766,0.8545383336540241,-0.21300871912786096,0.3319409422353186,1.4530768069419715,0,74,2,8,4,3,1,2,4,4,1,4,3,3,3,3
0,0.11793464336510097,0.1880747820895405,-0.371850922645647,-1.4134798545897134,0.24498208930290113,0,41,6,5,6,6,4,3,3,4,3,3,3,4,4,5
1,-0.3950637448868225,-0.09755245429523819,-0.371850922645647,-0.18141811565439664,0.09397024959801732,1,47,5,8,4,3,4,3,3,4,3,3,3,2,2,4
0,1.1439314198689479,0.8545383336540241,-0.371850922645647,0.3319409422353186,-0.05704159010686648,1,56,3,1,5,5,5,5,4,5,4,5,5,4,4,5
0,0.22053432101548567,-0.28797061188509065,0.10467568790771112,-0.5921053619661688,1.3020649672370876,1,18,4,7,5,5,3,4,4,4,3,4,4,3,4,4
0,0.32313399866587034,0.7593292548590979,-0.21300871912786096,0.22926913065737559,-0.43457118936907596,0,40,5,5,4,4,4,3,5,4,3,5,5,3,2,4
1,-0.2924640672364378,-0.19276153309016442,0.5017811967021762,0.02392550750148947,0.3959939290077849,0,46,2,7,4,3,4,2,3,3,3,3,4,4,3,3
1,0.22053432101548567,-0.28797061188509065,0.7400445019788553,0.22926913065737559,-0.8121007886312855,1,63,5,2,6,5,4,4,4,4,3,4,4,4,4,2
-5,-0.4976634225372072,-0.7640160058597218,-0.292429820886754,-0.694777173544112,0.24498208930290113,0,50,4,2,1,6,3,3,3,3,3,3,3,3,4,2
0,-0.3950637448868225,-0.3831796906800169,-1.4837463472701493,-0.694777173544112,0.8490294481224363,0,19,4,4,2,2,3,4,3,3,3,3,3,4,3,2
1,-0.3950637448868225,0.4737020184743192,-0.530693126163433,-0.28408992723233967,-0.2080534298117503,1,65,3,3,5,4,3,3,3,3,1,4,3,4,3,4
1,0.5283333539666397,0.09286570329461427,-0.8483775331990051,-0.07874630407645358,-0.1325475099593084,1,56,5,8,6,5,5,4,4,4,4,4,3,4,4,4
0,0.015334965714716276,0.7593292548590979,-0.45127202440454,0.22926913065737559,-0.05704159010686648,0,34,2,NA,4,4,3,3,4,4,1,5,4,4,3,4
1,-0.2924640672364378,-0.19276153309016442,-0.7689564314401122,0.02392550750148947,-0.1325475099593084,1,53,4,NA,4,3,3,3,4,4,3,4,4,3,1,3
0,-0.08726471193566841,-0.09755245429523819,-0.530693126163433,-0.38676173881028275,0.32048800915534303,0,20,6,NA,1,1,4,4,3,4,3,4,3,3,2,4
-2,-0.4976634225372072,-0.09755245429523819,-1.0866408384756843,-0.4894335503882258,0.3959939290077849,0,46,4,8,2,4,2,3,5,2,2,4,4,2,4,2
1,0.015334965714716276,-0.6688069270647956,-0.530693126163433,-0.4894335503882258,0.16947616945045924,0,35,4,5,4,3,3,4,3,4,3,4,3,4,3,4
0,-0.3950637448868225,-0.8592250846546481,0.4223600949432832,0.22926913065737559,-0.43457118936907596,0,48,1,6,2,2,3,2,3,4,2,4,3,3,3,4
0,0.5283333539666397,0.6641201760641716,0.10467568790771112,0.3319409422353186,-0.6610889489264017,0,38,5,7,4,4,4,4,4,4,3,4,4,4,4,5
0,-0.3950637448868225,0.2832838608844667,-1.0866408384756843,-0.797448985122055,0.16947616945045924,0,33,4,NA,1,1,3,3,3,4,2,4,3,3,3,3
0,-0.18986438958605312,0.2832838608844667,0.26351789142549714,0.02392550750148947,-0.28355934966419216,0,45,3,NA,1,1,4,3,3,4,3,3,3,3,3,4
1,-0.2924640672364378,-0.28797061188509065,-1.0072197367167912,0.22926913065737559,-0.2080534298117503,1,79,5,3,6,5,4,3,3,4,3,4,3,2,3,3
1,-0.2924640672364378,-0.09755245429523819,0.26351789142549714,0.22926913065737559,-0.3590652695166341,1,22,5,6,4,3,4,2,3,4,3,4,3,3,3,3
0,0.22053432101548567,0.4737020184743192,0.5017811967021762,0.12659731907943253,-0.3590652695166341,1,28,6,7,5,5,5,2,3,4,4,4,2,5,4,4
0,0.22053432101548567,0.37849293967939296,-1.2454830419934702,0.22926913065737559,1.151053127532204,0,24,7,3,1,1,3,5,3,4,2,5,4,2,4,5
2,-0.4976634225372072,-0.002343375500311962,-0.054166515610074926,0.5372845653912047,-0.5855830290739598,0,48,2,NA,4,2,3,1,3,4,1,5,2,4,3,4
0,0.5283333539666397,0.2832838608844667,0.10467568790771112,-0.38676173881028275,0.3959939290077849,0,49,6,NA,2,2,4,4,4,4,4,4,4,4,4,4
-1,-0.18986438958605312,0.09286570329461427,0.26351789142549714,0.02392550750148947,1.075547207679762,1,59,4,2,4,5,2,3,4,4,3,4,4,2,3,4
0,0.7335327092674091,0.5689110972692454,0.025254586148818092,0.12659731907943253,0.09397024959801732,1,62,5,7,4,4,4,4,4,5,4,4,5,4,4,4
-6,0.32313399866587034,-0.6688069270647956,-0.21300871912786096,0.02392550750148947,-0.3590652695166341,1,52,4,0,1,7,3,4,3,4,2,5,3,5,5,4
1,-0.4976634225372072,-0.09755245429523819,-0.6895353296812191,-0.38676173881028275,0.6980176084175526,0,53,2,NA,3,2,3,3,3,4,2,3,3,3,3,3
0,-0.4976634225372072,-0.3831796906800169,-0.371850922645647,-0.797448985122055,0.16947616945045924,1,76,4,5,5,5,3,2,3,4,3,4,2,4,2,3
1,0.8361323869177938,-0.002343375500311962,-0.6101142279223261,-0.4894335503882258,1.3020649672370876,0,30,4,4,3,2,5,4,5,5,3,4,4,4,4,5
1,0.22053432101548567,0.6641201760641716,0.10467568790771112,-0.4894335503882258,-0.8121007886312855,0,26,5,NA,5,4,4,4,3,4,4,4,3,3,3,5
1,0.11793464336510097,0.7593292548590979,0.9783078072555343,0.8453000001250339,-1.0386185481886112,1,64,4,8,4,3,4,5,3,3,1,4,4,4,3,5
0,-0.8054624554883613,-0.5735978482698694,-0.7689564314401122,-0.900120796699998,0.3959939290077849,0,37,4,4,5,5,3,3,2,2,2,3,3,3,3,3
-1,-1.2158611660899001,0.37849293967939296,0.025254586148818092,0.02392550750148947,0.3959939290077849,1,51,4,5,4,5,3,2,3,2,1,3,2,2,2,3
1,-1.1132614884395153,-1.1448523210394268,-0.530693126163433,-0.18141811565439664,0.5470057687126687,0,46,5,NA,3,2,2,2,3,3,1,3,3,2,2,3
0,0.22053432101548567,-0.19276153309016442,-0.13358761736896796,1.05064362328092,0.09397024959801732,1,62,4,4,4,4,5,4,3,5,1,5,4,3,2,5
-1,-0.18986438958605312,0.8545383336540241,0.18409678966660414,-0.07874630407645358,0.47149984886022683,1,63,4,5,1,2,4,3,2,4,3,4,4,3,3,3
0,0.5283333539666397,0.5689110972692454,0.4223600949432832,0.02392550750148947,-0.28355934966419216,0,25,5,5,2,2,4,5,4,5,4,3,4,3,4,4
-3,-0.4976634225372072,0.7593292548590979,-0.054166515610074926,0.4346127538132617,-0.28355934966419216,1,61,2,4,1,4,3,4,3,3,1,4,3,3,3,3
-1,-0.18986438958605312,0.09286570329461427,0.5017811967021762,0.5372845653912047,-0.3590652695166341,0,40,4,NA,3,4,4,3,3,4,3,3,3,4,3,3
-1,-0.3950637448868225,-0.28797061188509065,0.4223600949432832,-0.28408992723233967,0.32048800915534303,0,25,4,NA,1,2,2,4,3,3,2,3,4,3,3,4
2,0.22053432101548567,-0.19276153309016442,-0.292429820886754,-0.07874630407645358,0.32048800915534303,1,47,5,5,5,3,4,4,4,4,3,4,4,4,4,2
-2,-0.7028627778379766,0.09286570329461427,-0.7689564314401122,0.4346127538132617,0.09397024959801732,0,69,2,7,4,6,2,2,3,3,2,4,2,3,3,4
-1,-0.4976634225372072,-0.002343375500311962,-0.13358761736896796,-0.18141811565439664,0.16947616945045924,0,20,3,3,4,5,3,2,3,3,3,4,3,3,3,3
0,-0.08726471193566841,0.09286570329461427,0.5017811967021762,0.12659731907943253,0.24498208930290113,1,63,2,8,5,5,3,3,3,3,3,4,3,4,4,4
2,0.6309330316170244,0.09286570329461427,0.4223600949432832,0.3319409422353186,0.16947616945045924,1,72,3,6,7,5,3,5,4,4,3,5,4,4,4,5
0,-0.18986438958605312,-0.19276153309016442,0.025254586148818092,-0.4894335503882258,-0.28355934966419216,1,56,2,5,2,2,4,3,4,4,1,4,4,3,3,3
0,-0.3950637448868225,-0.28797061188509065,-0.45127202440454,0.02392550750148947,0.6225116885651106,0,68,4,7,3,3,2,5,2,4,1,4,4,2,3,4
-1,0.015334965714716276,0.6641201760641716,0.18409678966660414,0.22926913065737559,-0.5100771092215178,0,46,3,9,4,5,4,2,3,4,2,4,3,4,4,5
0,-0.7028627778379766,-0.09755245429523819,-0.6895353296812191,0.3319409422353186,0.16947616945045924,0,56,2,NA,3,3,4,3,3,3,1,3,2,3,2,4
0,0.5283333539666397,0.09286570329461427,-0.292429820886754,0.02392550750148947,-0.28355934966419216,1,74,3,7,5,5,5,4,4,5,4,3,2,4,4,5
0,0.9387320645681785,0.09286570329461427,-0.6895353296812191,-0.797448985122055,-0.1325475099593084,1,61,4,2,6,6,4,5,4,5,4,4,4,5,5,4
1,-0.08726471193566841,1.1401655700388027,-1.0866408384756843,0.3319409422353186,0.09397024959801732,0,53,5,3,3,2,4,1,3,4,2,5,3,5,3,4
0,0.32313399866587034,1.1401655700388027,-0.371850922645647,0.3319409422353186,-0.8121007886312855,1,75,4,0,7,7,1,3,5,4,1,5,5,5,5,4
1,0.8361323869177938,0.8545383336540241,0.5812022984610692,-0.900120796699998,-0.05704159010686648,1,72,2,NA,4,3,5,5,4,3,5,5,5,5,1,5
-1,-1.3184608437402847,-0.09755245429523819,-0.371850922645647,-0.4894335503882258,0.09397024959801732,1,41,4,NA,1,2,2,3,2,2,2,2,2,2,3,2
0,-1.0106618107891308,0.37849293967939296,-0.371850922645647,0.12659731907943253,-0.43457118936907596,1,32,4,5,3,3,2,2,3,4,1,2,3,3,2,3
1,-0.7028627778379766,-0.002343375500311962,-0.21300871912786096,0.3319409422353186,0.47149984886022683,0,72,2,NA,4,3,3,3,4,3,2,3,3,2,2,3
-1,0.7335327092674091,-0.002343375500311962,1.0577289090144273,0.8453000001250339,-1.0386185481886112,1,42,5,2,3,4,5,4,4,4,3,3,4,5,5,5
0,0.6309330316170244,-0.19276153309016442,-0.292429820886754,-0.07874630407645358,-0.3590652695166341,1,66,6,7,6,6,2,4,4,4,3,5,4,5,5,5
1,-0.18986438958605312,0.09286570329461427,0.5812022984610692,0.22926913065737559,0.32048800915534303,0,34,4,NA,2,1,2,4,4,3,2,4,4,3,3,4
-1,0.11793464336510097,0.4737020184743192,-0.292429820886754,0.12659731907943253,-0.1325475099593084,1,37,2,5,4,5,3,3,4,4,3,5,4,3,3,4
2,0.425733676316255,0.09286570329461427,-1.1660619402345773,-0.5921053619661688,0.09397024959801732,1,35,6,7,3,1,4,4,4,4,3,4,3,5,4,4
0,-0.3950637448868225,0.1880747820895405,0.4223600949432832,0.12659731907943253,-0.05704159010686648,0,66,3,7,4,4,4,2,4,3,2,4,3,3,3,3
1,0.22053432101548567,0.09286570329461427,0.8194656037377483,0.8453000001250339,0.018464329745575422,0,50,3,3,6,5,5,4,4,4,2,4,4,3,4,3
1,0.015334965714716276,-0.8592250846546481,0.3429389931843902,-0.07874630407645358,-0.43457118936907596,0,60,2,3,6,5,3,4,3,4,4,4,3,3,3,4
-1,0.11793464336510097,-0.19276153309016442,-0.054166515610074926,0.6399563769691478,0.16947616945045924,0,52,5,3,4,5,3,4,4,4,1,4,4,4,4,4
0,0.6309330316170244,-0.002343375500311962,0.26351789142549714,0.12659731907943253,-0.1325475099593084,0,72,6,3,5,5,4,5,4,3,4,4,4,4,4,5
4,0.6309330316170244,0.1880747820895405,-0.371850922645647,0.3319409422353186,-0.5855830290739598,1,30,5,NA,5,1,4,5,4,4,3,4,4,4,4,5
1,-0.2924640672364378,0.37849293967939296,-0.13358761736896796,0.4346127538132617,0.3959939290077849,0,69,2,5,5,4,3,3,4,4,1,5,3,3,3,3
0,-0.3950637448868225,0.09286570329461427,0.025254586148818092,-0.797448985122055,-0.1325475099593084,1,47,4,8,5,5,4,3,3,3,3,3,3,3,3,3
-2,-0.08726471193566841,-0.09755245429523819,0.3429389931843902,-0.07874630407645358,-0.3590652695166341,1,45,2,NA,3,5,4,3,3,4,2,3,4,4,3,4
1,0.32313399866587034,0.37849293967939296,0.18409678966660414,0.6399563769691478,-0.1325475099593084,0,46,2,7,4,3,4,4,3,3,3,4,5,4,4,4
1,0.7335327092674091,0.37849293967939296,0.8988867054966413,1.05064362328092,0.32048800915534303,1,60,2,5,3,2,3,3,5,5,1,5,5,5,5,5
-2,0.425733676316255,0.1880747820895405,0.8194656037377483,0.7426281885470909,-0.28355934966419216,0,18,4,NA,1,3,1,5,4,4,3,4,5,5,3,5
1,-0.18986438958605312,-0.19276153309016442,0.10467568790771112,-0.18141811565439664,0.09397024959801732,1,56,2,7,3,2,3,4,4,3,2,4,3,3,3,4
2,-0.18986438958605312,0.09286570329461427,-0.530693126163433,-0.18141811565439664,0.018464329745575422,1,39,5,4,7,5,4,2,4,4,3,4,2,3,3,4
0,-0.18986438958605312,-0.09755245429523819,-0.13358761736896796,0.947971811702977,0.7735235282699945,0,55,2,NA,3,3,3,5,4,3,2,2,3,3,3,5
1,-0.4976634225372072,0.6641201760641716,-0.21300871912786096,0.12659731907943253,0.8490294481224363,0,39,3,6,4,3,3,3,3,5,1,3,3,3,3,3
0,0.015334965714716276,-0.002343375500311962,-0.054166515610074926,0.7426281885470909,0.3959939290077849,0,64,2,5,4,4,4,4,3,5,3,3,5,3,3,2
0,0.22053432101548567,0.4737020184743192,-0.292429820886754,-1.208136231433827,-0.6610889489264017,1,57,5,7,2,2,3,4,4,4,3,4,3,4,3,5
0,-0.08726471193566841,-0.6688069270647956,0.5812022984610692,0.22926913065737559,0.47149984886022683,0,41,5,NA,4,4,4,4,4,4,3,2,4,2,3,4
0,0.22053432101548567,-0.6688069270647956,0.10467568790771112,0.3319409422353186,0.32048800915534303,0,45,5,1,3,3,5,5,3,4,4,2,4,2,3,5
0,0.7335327092674091,0.2832838608844667,0.6606234002199622,0.8453000001250339,0.7735235282699945,0,26,6,6,4,4,4,5,4,5,4,4,4,4,4,4
1,-0.2924640672364378,0.09286570329461427,0.18409678966660414,-0.07874630407645358,0.09397024959801732,0,47,4,6,5,4,3,2,3,4,3,4,2,4,3,4
0,0.11793464336510097,0.09286570329461427,0.10467568790771112,0.6399563769691478,-0.1325475099593084,1,63,2,0,7,7,4,4,3,4,2,4,3,4,4,4
0,0.425733676316255,-0.7640160058597218,-0.530693126163433,0.22926913065737559,-0.5100771092215178,1,18,5,7,3,3,4,3,5,4,3,3,5,4,4,4
1,-0.4976634225372072,0.1880747820895405,-0.292429820886754,0.5372845653912047,0.6980176084175526,0,53,4,6,5,4,2,3,4,3,1,4,3,3,3,4
-1,0.425733676316255,0.2832838608844667,-0.21300871912786096,0.02392550750148947,-0.5855830290739598,1,53,5,5,2,3,4,3,3,4,3,4,4,5,4,5
-2,0.6309330316170244,-0.6688069270647956,-0.371850922645647,0.22926913065737559,1.075547207679762,0,18,6,8,4,6,5,4,4,4,4,4,4,4,3,5
0,0.015334965714716276,0.4737020184743192,0.3429389931843902,0.6399563769691478,-0.05704159010686648,0,55,5,8,4,4,4,4,4,4,3,4,4,2,2,4
-1,0.11793464336510097,-0.28797061188509065,0.26351789142549714,-0.07874630407645358,0.16947616945045924,1,25,2,6,2,3,4,4,4,4,3,3,4,4,4,2
3,-0.4976634225372072,-0.6688069270647956,-0.21300871912786096,-0.900120796699998,0.32048800915534303,1,60,3,5,4,1,4,3,3,3,3,3,3,2,3,3
-1,0.11793464336510097,-0.7640160058597218,0.3429389931843902,-0.38676173881028275,0.16947616945045924,0,27,5,6,4,5,5,4,4,5,4,2,2,4,4,2
-1,-0.908062133138746,-0.3831796906800169,-0.13358761736896796,-0.18141811565439664,0.5470057687126687,0,48,4,7,3,4,2,3,2,2,4,2,3,2,3,3
0,-0.08726471193566841,0.37849293967939296,0.10467568790771112,0.5372845653912047,-0.3590652695166341,1,60,3,6,7,7,4,3,4,4,3,5,3,2,3,3
0,-0.18986438958605312,-0.28797061188509065,-0.7689564314401122,0.5372845653912047,0.32048800915534303,0,18,5,NA,1,1,4,4,4,4,2,4,3,2,2,4
1,-0.18986438958605312,0.6641201760641716,-0.054166515610074926,0.6399563769691478,0.16947616945045924,0,49,3,3,3,2,3,1,4,4,2,3,4,4,4,4
-1,-0.3950637448868225,-1.3352704786292793,0.26351789142549714,-1.002792608277941,-0.3590652695166341,1,19,3,NA,2,3,3,4,3,4,2,2,3,3,3,4
0,0.11793464336510097,-0.28797061188509065,-0.13358761736896796,-0.28408992723233967,-0.3590652695166341,1,29,5,8,5,5,4,3,3,4,3,4,4,4,4,3
0,0.6309330316170244,-0.09755245429523819,-0.054166515610074926,-0.28408992723233967,1.6040886466468554,1,48,2,8,1,1,5,5,5,5,5,2,5,4,4,1
0,0.11793464336510097,0.37849293967939296,0.18409678966660414,0.3319409422353186,-0.3590652695166341,0,55,4,NA,1,1,4,4,4,4,4,4,4,3,3,2
1,0.8361323869177938,1.0449564912438765,0.8988867054966413,0.4346127538132617,1.3020649672370876,0,77,2,6,7,6,4,4,5,4,3,5,5,5,4,4
0,0.32313399866587034,0.5689110972692454,0.8988867054966413,0.4346127538132617,-0.9631126283361693,1,67,5,NA,5,5,4,4,4,4,2,4,5,4,3,4
0,-0.3950637448868225,-0.6688069270647956,0.18409678966660414,0.02392550750148947,0.09397024959801732,0,55,5,4,2,2,4,3,3,4,2,4,3,2,3,3
1,0.32313399866587034,-0.002343375500311962,-0.292429820886754,0.4346127538132617,0.8490294481224363,0,52,5,3,6,5,4,5,4,4,2,4,4,3,3,5
1,-0.8054624554883613,-0.47838876947494313,0.025254586148818092,-0.38676173881028275,-0.2080534298117503,1,61,2,NA,4,3,3,2,3,2,1,3,3,3,3,4
1,0.22053432101548567,-0.7640160058597218,0.5812022984610692,0.6399563769691478,0.6225116885651106,0,65,3,6,7,6,5,4,3,4,4,3,3,3,4,4
2,0.6309330316170244,0.7593292548590979,0.9783078072555343,0.947971811702977,-0.8121007886312855,1,61,2,8,6,4,4,5,5,5,1,5,4,5,5,2
2,-0.8054624554883613,-0.3831796906800169,0.26351789142549714,0.4346127538132617,-0.5100771092215178,0,70,3,4,5,3,4,3,3,3,1,3,3,2,2,3
-1,-0.4976634225372072,0.4737020184743192,-0.054166515610074926,0.02392550750148947,0.47149984886022683,0,46,4,NA,1,2,3,3,4,4,1,3,3,3,3,3
0,0.7335327092674091,0.6641201760641716,0.025254586148818092,0.4346127538132617,-0.5855830290739598,0,53,5,3,7,7,4,4,4,4,3,4,4,5,5,5
2,0.015334965714716276,0.4737020184743192,-0.6101142279223261,0.22926913065737559,0.24498208930290113,0,30,6,NA,7,5,4,2,3,3,4,3,3,5,4,4
1,-0.08726471193566841,0.7593292548590979,-0.292429820886754,0.3319409422353186,0.09397024959801732,0,58,2,6,4,3,3,4,4,4,1,4,3,4,3,4
-1,-0.7028627778379766,-0.002343375500311962,-0.13358761736896796,0.12659731907943253,0.24498208930290113,0,65,2,8,2,3,3,1,3,4,1,4,3,3,3,3
1,0.015334965714716276,0.2832838608844667,0.9783078072555343,0.3319409422353186,-0.3590652695166341,0,51,4,6,5,4,4,3,4,5,2,3,4,2,4,4
0,-0.7028627778379766,-0.3831796906800169,0.5017811967021762,-0.18141811565439664,0.5470057687126687,0,33,4,7,2,2,3,2,3,3,2,4,3,2,2,4
0,-0.2924640672364378,-0.09755245429523819,-1.0072197367167912,-0.5921053619661688,-0.28355934966419216,0,57,5,3,3,3,4,4,3,3,3,3,2,3,3,4
1,0.32313399866587034,-0.47838876947494313,-0.7689564314401122,-0.18141811565439664,0.3959939290077849,0,85,5,6,5,4,4,4,4,5,3,4,4,3,3,4
2,-0.908062133138746,-0.6688069270647956,-0.292429820886754,0.02392550750148947,0.8490294481224363,0,63,1,NA,4,2,4,3,3,3,2,3,3,1,1,3
-1,0.32313399866587034,0.9497474124489503,0.26351789142549714,0.947971811702977,0.018464329745575422,1,58,2,4,1,2,5,2,5,5,1,4,5,2,5,4
-2,-0.4976634225372072,-0.19276153309016442,-0.6101142279223261,-0.28408992723233967,0.16947616945045924,1,25,5,NA,2,4,2,2,4,3,2,3,4,3,3,4
1,-0.18986438958605312,0.1880747820895405,-0.6101142279223261,0.4346127538132617,-0.5100771092215178,0,32,2,NA,2,1,2,4,4,4,1,3,4,3,3,5
0,0.11793464336510097,-0.19276153309016442,0.025254586148818092,-0.4894335503882258,-0.2080534298117503,0,50,5,NA,5,5,4,3,3,4,3,4,3,4,4,4
0,0.11793464336510097,0.2832838608844667,0.10467568790771112,0.22926913065737559,-0.3590652695166341,0,68,2,NA,4,4,4,4,3,4,3,4,4,3,3,4
1,0.015334965714716276,0.4737020184743192,-1.0866408384756843,0.6399563769691478,0.16947616945045924,1,76,2,4,3,2,3,4,4,4,1,4,4,4,3,4
0,-0.2924640672364378,0.09286570329461427,0.025254586148818092,0.12659731907943253,-0.5855830290739598,1,54,5,1,3,3,3,3,4,3,3,3,4,3,3,3
2,-0.2924640672364378,-0.28797061188509065,-0.13358761736896796,-0.694777173544112,0.24498208930290113,0,48,5,3,3,1,3,4,3,3,2,3,3,4,3,4
3,0.6309330316170244,-0.19276153309016442,-0.292429820886754,-0.07874630407645358,0.6225116885651106,1,49,2,0,6,3,3,5,5,3,2,4,5,4,5,5
1,-0.7028627778379766,0.6641201760641716,-0.21300871912786096,0.6399563769691478,-0.1325475099593084,0,59,2,5,5,4,3,2,3,3,3,4,3,2,2,3
-2,-0.4976634225372072,-0.3831796906800169,-0.8483775331990051,-0.4894335503882258,0.24498208930290113,1,51,6,6,3,5,3,3,3,3,3,3,3,3,3,3
-4,0.6309330316170244,0.7593292548590979,0.5017811967021762,-0.18141811565439664,0.32048800915534303,0,50,4,NA,1,5,4,4,4,5,2,5,5,4,4,4
1,0.015334965714716276,0.1880747820895405,0.18409678966660414,0.22926913065737559,-0.1325475099593084,0,57,6,4,5,4,4,3,4,4,2,5,3,3,3,4
1,-0.3950637448868225,-0.28797061188509065,-0.054166515610074926,0.3319409422353186,0.47149984886022683,1,74,2,NA,5,4,3,3,3,3,3,4,3,3,3,3
1,-0.6002631001875919,-0.19276153309016442,-0.292429820886754,-0.18141811565439664,-0.3590652695166341,1,78,6,8,5,4,3,2,3,4,2,3,3,2,4,3
1,-1.0106618107891308,-0.09755245429523819,-0.8483775331990051,-0.797448985122055,-0.28355934966419216,0,59,2,NA,4,3,3,2,2,3,1,3,2,3,3,3
-2,0.32313399866587034,-0.5735978482698694,0.6606234002199622,-0.5921053619661688,-0.3590652695166341,1,53,5,6,1,3,4,3,4,4,3,4,4,4,4,4
1,-0.3950637448868225,0.09286570329461427,-0.8483775331990051,0.22926913065737559,0.16947616945045924,0,58,2,6,2,1,3,4,3,3,2,3,4,3,3,3
1,-0.18986438958605312,0.1880747820895405,-0.371850922645647,0.947971811702977,0.7735235282699945,1,38,4,5,6,5,3,3,3,4,2,5,3,3,3,4
0,-0.8054624554883613,-0.19276153309016442,-0.371850922645647,-0.28408992723233967,0.7735235282699945,0,39,4,NA,1,1,3,3,3,4,2,4,2,2,1,3
-2,0.11793464336510097,-0.7640160058597218,-0.8483775331990051,-1.3108080430117701,0.16947616945045924,0,28,2,6,2,4,2,4,4,5,1,4,4,4,3,5
0,0.015334965714716276,-0.002343375500311962,-0.45127202440454,0.12659731907943253,-0.1325475099593084,1,59,5,3,5,5,4,3,4,4,2,4,4,2,4,4
3,-0.908062133138746,-0.47838876947494313,-0.6101142279223261,-1.4134798545897134,-0.05704159010686648,1,36,4,8,5,2,4,4,2,3,1,2,2,2,2,4
-1,0.015334965714716276,0.7593292548590979,0.025254586148818092,0.12659731907943253,-0.2080534298117503,0,59,4,1,4,5,4,3,3,4,3,4,3,3,4,4
-2,-0.3950637448868225,0.09286570329461427,0.10467568790771112,-0.5921053619661688,0.24498208930290113,0,40,4,NA,2,4,4,2,3,4,3,4,3,2,2,4
-1,-0.7028627778379766,0.09286570329461427,-0.530693126163433,0.22926913065737559,0.09397024959801732,1,67,4,7,4,5,3,3,3,4,1,4,3,2,3,2
2,-1.7288595543418235,-0.09755245429523819,-1.6425885507879354,-0.900120796699998,-0.3590652695166341,1,58,1,4,5,3,1,1,1,1,1,3,2,2,2,4
0,-0.08726471193566841,0.9497474124489503,0.5017811967021762,-0.07874630407645358,-0.1325475099593084,0,75,7,NA,1,1,1,3,3,5,3,5,5,1,3,5
0,0.5283333539666397,-0.28797061188509065,0.5017811967021762,1.05064362328092,0.3959939290077849,0,44,5,7,2,2,3,5,5,5,2,5,5,3,2,5
-1,0.22053432101548567,-0.47838876947494313,0.4223600949432832,-0.18141811565439664,-0.05704159010686648,1,21,5,5,2,3,4,4,4,4,3,4,4,4,3,3
4,-0.8054624554883613,-0.7640160058597218,-0.054166515610074926,-0.18141811565439664,0.47149984886022683,1,81,1,1,5,1,4,3,2,3,2,4,2,2,2,3
0,0.22053432101548567,0.37849293967939296,0.5812022984610692,-0.4894335503882258,0.9245353679748782,0,71,3,9,7,7,5,5,3,5,5,4,2,2,2,4
1,0.32313399866587034,0.2832838608844667,0.5017811967021762,0.5372845653912047,-0.8121007886312855,0,53,6,1,7,6,5,3,3,5,3,3,3,5,4,4
0,0.425733676316255,0.37849293967939296,-0.371850922645647,0.8453000001250339,-0.3590652695166341,0,44,2,3,6,6,4,4,3,4,3,5,5,3,3,5
1,0.015334965714716276,-0.6688069270647956,0.10467568790771112,0.02392550750148947,0.09397024959801732,1,23,5,3,6,5,4,4,4,4,4,3,4,2,4,2
-1,0.015334965714716276,-0.5735978482698694,0.18409678966660414,-0.28408992723233967,-0.05704159010686648,1,58,5,4,5,6,4,3,4,3,3,3,4,4,3,4
0,0.8361323869177938,-0.19276153309016442,-1.1660619402345773,0.6399563769691478,-0.28355934966419216,1,41,2,6,4,4,3,5,5,5,3,5,5,4,3,5
1,0.425733676316255,0.2832838608844667,0.18409678966660414,-0.28408992723233967,-0.3590652695166341,1,55,6,4,7,6,4,4,3,4,4,4,4,4,4,4
-1,0.11793464336510097,0.2832838608844667,-0.45127202440454,-0.28408992723233967,0.24498208930290113,1,37,4,5,2,3,4,4,4,4,2,4,4,3,3,4
2,0.11793464336510097,1.1401655700388027,0.3429389931843902,0.8453000001250339,-1.0386185481886112,0,50,5,4,3,1,5,3,4,5,3,4,3,2,2,5
0,-0.6002631001875919,-0.5735978482698694,-0.13358761736896796,-0.07874630407645358,0.09397024959801732,1,40,2,NA,1,1,3,3,3,3,2,3,3,3,3,3
-1,0.7335327092674091,1.1401655700388027,0.8194656037377483,0.8453000001250339,-1.189630387893495,1,44,6,NA,5,6,5,4,5,5,2,5,5,5,1,5
1,0.5283333539666397,-0.19276153309016442,0.025254586148818092,0.12659731907943253,0.47149984886022683,1,21,6,3,4,3,5,3,4,5,4,4,4,4,3,4
