terror,placebo,pintr,pintr_placebo,male,age,edu,party,O_sd,C_sd,E_sd,A_sd,N_sd,optrt5o1,optrt5o2,optrt5o3
NA,NA,-0,NA,1,24,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,3,0,63,2,-8,0.6490966533395148,0.32031006951476154,-0.6097271950588146,-0.7223299143949291,0.006446345522615976,6,7,5
NA,NA,3,2,0,26,1,-8,0.5141102131374822,-0.13780872439933817,0.9451608075815668,-0.8874251227121689,0.38526770480453915,6,7,4
NA,NA,2,NA,0,92,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,2,0,52,6,-7,-0.0258355476706488,0.32031006951476154,-0.6097271950588146,-1.0525203310294087,0.2589939183772314,3,4,6
NA,NA,NA,1,0,56,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,-0,0,49,4,-8,0.24413733273341667,-0.5959275183134378,-0.044313375916857696,0.2682413355085094,-0.11982744090469175,5,4,6
NA,NA,-0,-0,1,57,6,1,-0.0258355476706488,0.32031006951476154,-0.1856668307023469,-0.5572347060776893,-0.49864880018661495,4,4,5
NA,NA,-0,NA,0,24,2,10,0.24413733273341667,-0.13780872439933817,0.6624538980105884,0.10314612719126968,-0.11982744090469175,5,5,5
NA,0,1,2,0,38,4,-8,0.6490966533395148,0.7784288634288612,0.09704007886863153,0.2682413355085094,-0.6249225866139226,7,5,6
NA,NA,3,3,0,62,1,-8,1.054055973945613,-0.2905149890373714,0.37974698843960997,-0.06194908112597008,0.6378152776591546,7,7,7
NA,NA,-0,2,1,62,4,6,0.6490966533395148,0.014897540238695073,0.6624538980105884,-1.2176155393466483,0.5115414912318469,6,6,6
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,1,0,51,1,-1,-0.16082198787268154,-0.5959275183134378,-0.4683737402733254,-0.7223299143949291,0.2589939183772314,3,4,5
0,NA,1,-0,0,90,12,-8,-0.7007677486808125,0.47301633415279476,-0.4683737402733254,0.4333365438257492,-0.8774701594685381,3,3,2
NA,NA,3,3,1,74,4,-8,-0.0258355476706488,-0.7486337829514711,-0.1856668307023469,-0.5572347060776893,-0.49864880018661495,4,4,5
NA,NA,3,2,0,50,3,-8,-0.0258355476706488,-0.13780872439933817,0.23839353365412075,-0.7223299143949291,0.006446345522615976,4,4,5
NA,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,-0,0,86,12,-8,NA,-0.13780872439933817,NA,-1.2176155393466483,-1.003743945895846,1,NA,7
NA,NA,1,-0,1,29,4,2,0.24413733273341667,-0.13780872439933817,0.09704007886863153,0.10314612719126968,0.13272013194992371,5,5,5
NA,NA,2,2,1,62,4,-8,0.10915089253138394,0.625722598790828,0.09704007886863153,0.5984317521429889,-0.6249225866139226,5,4,5
NA,NA,2,2,0,60,7,-8,-0.7007677486808125,-0.4432212536754046,-0.4683737402733254,-0.3921394977604496,0.2589939183772314,2,4,2
NA,NA,-0,-0,0,25,4,10,-0.0258355476706488,-0.4432212536754046,-0.1856668307023469,-0.5572347060776893,0.006446345522615976,4,5,4
NA,NA,2,1,0,27,2,-8,-0.0258355476706488,-0.2905149890373714,-0.1856668307023469,-0.06194908112597008,0.2589939183772314,3,5,5
NA,NA,1,NA,1,28,4,-8,0.3791237729354494,-0.5959275183134378,0.9451608075815668,0.2682413355085094,-0.6249225866139226,6,3,7
1,1,2,2,0,73,12,-8,-1.375699949690976,-1.0540463122275376,-0.6097271950588146,-1.2176155393466483,-0.2461012273319995,1,1,1
1,1,3,3,0,47,2,-8,0.7840830935415476,-0.2905149890373714,-0.1856668307023469,0.2682413355085094,-0.3723750137593072,5,7,7
NA,NA,3,3,1,51,12,-8,0.5141102131374822,0.625722598790828,1.086514262367056,-0.3921394977604496,0.8903628505137701,7,3,7
NA,NA,2,3,0,48,2,-8,0.24413733273341667,0.1676038048767283,-0.1856668307023469,0.2682413355085094,0.38526770480453915,4,5,6
0,NA,-0,-0,0,62,12,-8,-0.7007677486808125,-0.7486337829514711,-0.6097271950588146,-0.5572347060776893,0.38526770480453915,3,2,3
0,NA,-0,-0,1,59,10,10,-0.7007677486808125,0.32031006951476154,-0.044313375916857696,-0.3921394977604496,-0.11982744090469175,3,2,3
0,NA,-0,NA,0,22,4,2,-0.7007677486808125,-0.2905149890373714,-0.892434104629793,0.2682413355085094,-0.2461012273319995,1,2,5
NA,NA,NA,1,0,63,4,-7,0.7840830935415476,-0.13780872439933817,0.09704007886863153,-0.22704428944320984,0.5115414912318469,5,7,7
NA,1,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,1,25,4,-8,-0.29580842807471425,-0.7486337829514711,-0.1856668307023469,-0.22704428944320984,0.13272013194992371,3,4,4
NA,NA,3,2,0,59,4,-8,-0.16082198787268154,0.1676038048767283,-0.1856668307023469,-0.06194908112597008,0.006446345522615976,5,3,4
NA,NA,2,2,1,55,4,-8,0.5141102131374822,0.014897540238695073,-0.044313375916857696,-0.5572347060776893,0.8903628505137701,5,6,6
NA,NA,1,NA,0,21,6,11,0.24413733273341667,-0.2905149890373714,-0.3270202854878361,-0.06194908112597008,1.2691842097956931,2,7,6
NA,NA,2,1,0,29,2,-8,-0.16082198787268154,0.014897540238695073,1.086514262367056,0.4333365438257492,-0.3723750137593072,3,4,5
NA,0,2,1,0,65,7,-8,-0.7007677486808125,0.7784288634288612,-0.3270202854878361,-0.7223299143949291,0.006446345522615976,2,3,3
NA,NA,2,3,0,41,4,-8,-0.430794868276747,0.014897540238695073,0.6624538980105884,-0.8874251227121689,-0.49864880018661495,3,3,4
NA,NA,NA,1,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,1,1,64,7,1,-0.29580842807471425,0.1676038048767283,0.23839353365412075,-0.5572347060776893,-0.49864880018661495,4,2,5
NA,1,1,-0,0,62,11,10,-0.9707406290848779,-1.0540463122275376,-0.6097271950588146,-1.0525203310294087,-0.2461012273319995,2,2,2
NA,1,2,2,1,45,4,6,0.7840830935415476,0.1676038048767283,-0.044313375916857696,-0.06194908112597008,0.2589939183772314,5,7,7
NA,1,2,1,1,43,4,-8,0.5141102131374822,0.47301633415279476,-0.4683737402733254,0.2682413355085094,-0.11982744090469175,5,7,5
NA,0,1,2,1,81,12,-8,NA,-0.9013400475895043,-0.4683737402733254,-0.8874251227121689,0.6378152776591546,2,NA,7
1,0,2,2,0,75,4,-8,0.6490966533395148,0.47301633415279476,0.37974698843960997,-0.3921394977604496,0.7640890640864624,6,7,5
NA,0,-0,1,0,52,12,10,-0.8357541888828451,-0.7486337829514711,-0.6097271950588146,-0.06194908112597008,-0.2461012273319995,1,2,4
1,1,1,1,0,75,12,-8,-0.8357541888828451,-0.5959275183134378,-0.1856668307023469,-0.22704428944320984,0.2589939183772314,1,4,2
1,1,2,2,1,74,4,-8,0.6490966533395148,-0.2905149890373714,1.086514262367056,0.7635269604602287,-1.003743945895846,6,5,7
NA,0,2,2,1,41,4,-8,0.24413733273341667,-0.13780872439933817,0.23839353365412075,-0.22704428944320984,0.13272013194992371,5,5,5
NA,NA,3,NA,1,72,2,-8,0.3791237729354494,-0.4432212536754046,0.23839353365412075,-0.3921394977604496,-0.3723750137593072,5,6,5
NA,1,2,2,0,75,5,-8,-0.430794868276747,-0.2905149890373714,-0.3270202854878361,-0.3921394977604496,0.13272013194992371,3,3,4
NA,1,3,2,1,69,7,-8,0.5141102131374822,-0.2905149890373714,-0.044313375916857696,-0.7223299143949291,0.5115414912318469,6,4,7
NA,1,2,2,0,62,4,-8,-0.7007677486808125,-0.4432212536754046,-0.3270202854878361,-1.0525203310294087,0.2589939183772314,2,2,4
NA,1,2,2,1,31,4,-8,-0.16082198787268154,-0.2905149890373714,-1.1751410142007714,-1.2176155393466483,0.5115414912318469,3,4,5
1,NA,1,1,0,77,5,-8,0.24413733273341667,-0.4432212536754046,-0.1856668307023469,-0.22704428944320984,0.13272013194992371,3,7,5
NA,0,2,2,0,81,12,3,-1.375699949690976,0.47301633415279476,0.23839353365412075,0.7635269604602287,0.6378152776591546,1,1,1
1,NA,3,3,0,55,1,10,0.7840830935415476,0.47301633415279476,-0.4683737402733254,0.10314612719126968,0.13272013194992371,6,7,6
NA,NA,3,3,1,57,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,2,2,1,60,4,-8,-0.430794868276747,-1.2067525768655707,-0.3270202854878361,-0.06194908112597008,0.006446345522615976,2,5,3
NA,0,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,3,0,57,2,-8,1.054055973945613,0.1676038048767283,1.086514262367056,-0.06194908112597008,1.1429104233683856,7,7,7
NA,NA,NA,3,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,3,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,2,0,68,1,-8,0.3791237729354494,-0.13780872439933817,-0.3270202854878361,0.10314612719126968,0.2589939183772314,3,7,6
NA,NA,1,1,0,52,7,-8,0.5141102131374822,0.7784288634288612,-1.0337875594152823,0.7635269604602287,0.006446345522615976,5,7,5
NA,1,-0,-0,1,49,2,6,0.9190695337435804,0.47301633415279476,-0.4683737402733254,0.4333365438257492,-0.7511963730412304,7,7,6
NA,1,2,-0,0,44,2,-8,0.7840830935415476,0.014897540238695073,0.8038073527960776,-0.22704428944320984,0.13272013194992371,6,7,6
1,1,-0,-0,0,46,4,10,-0.29580842807471425,-0.2905149890373714,-0.4683737402733254,-0.22704428944320984,0.006446345522615976,3,2,6
1,1,-0,-0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,1,71,6,-8,-0.430794868276747,0.32031006951476154,0.23839353365412075,-0.06194908112597008,-0.6249225866139226,3,2,5
NA,NA,-0,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,1,48,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,-0,-0,0,46,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,1,21,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,1,24,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,3,1,45,2,-8,0.6490966533395148,0.7784288634288612,1.086514262367056,-2.208186789250087,1.2691842097956931,4,7,7
NA,NA,3,2,0,43,1,-8,0.6490966533395148,-0.2905149890373714,0.5211004432250992,0.10314612719126968,0.13272013194992371,5,7,6
NA,NA,1,1,1,66,12,-8,-1.375699949690976,-0.13780872439933817,-0.6097271950588146,0.7635269604602287,-0.2461012273319995,1,1,1
NA,1,1,1,1,66,4,-8,1.054055973945613,0.1676038048767283,0.5211004432250992,-0.22704428944320984,-0.3723750137593072,7,7,7
1,NA,2,3,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,-0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,1,70,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,-0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,2,2,1,88,4,-8,-1.375699949690976,-0.13780872439933817,0.23839353365412075,-0.22704428944320984,0.5115414912318469,1,1,1
0,NA,2,2,0,63,4,-8,-0.29580842807471425,-0.4432212536754046,-0.3270202854878361,-0.7223299143949291,-0.2461012273319995,3,5,3
1,1,2,2,0,54,7,-8,-0.8357541888828451,0.47301633415279476,-0.044313375916857696,0.2682413355085094,-0.3723750137593072,3,1,3
1,1,1,NA,1,52,7,-8,0.24413733273341667,-0.4432212536754046,-0.7510806498443038,-1.2176155393466483,0.2589939183772314,5,6,4
1,NA,2,NA,0,23,2,-8,0.10915089253138394,-0.4432212536754046,-0.6097271950588146,0.4333365438257492,0.8903628505137701,4,4,6
1,NA,2,NA,0,21,6,-8,-0.16082198787268154,0.32031006951476154,-0.044313375916857696,0.10314612719126968,0.38526770480453915,3,4,5
NA,NA,1,1,0,84,12,-8,-1.375699949690976,-1.0540463122275376,-1.4578479237717499,-0.22704428944320984,1.2691842097956931,1,1,1
NA,NA,1,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,1,1,54,4,-8,0.5141102131374822,-0.13780872439933817,-0.044313375916857696,0.4333365438257492,-0.2461012273319995,5,6,6
NA,NA,1,2,1,61,6,-8,-0.0258355476706488,-0.5959275183134378,-0.044313375916857696,-0.3921394977604496,0.006446345522615976,4,5,4
NA,NA,2,2,0,59,3,-8,0.6490966533395148,0.32031006951476154,0.09704007886863153,0.4333365438257492,-0.49864880018661495,6,6,6
NA,NA,1,-0,0,27,2,-8,0.3791237729354494,-0.7486337829514711,0.37974698843960997,-0.06194908112597008,0.6378152776591546,4,7,5
NA,NA,2,NA,0,27,2,-8,0.6490966533395148,-0.13780872439933817,-0.1856668307023469,0.2682413355085094,0.7640890640864624,5,7,6
NA,NA,-0,-0,1,66,7,-1,0.7840830935415476,0.47301633415279476,0.23839353365412075,-0.06194908112597008,-0.8774701594685381,5,7,7
NA,NA,-0,-0,0,75,12,-1,0.5141102131374822,-0.13780872439933817,-1.1751410142007714,0.2682413355085094,NA,4,7,6
NA,NA,2,NA,1,20,4,-8,-0.16082198787268154,-0.7486337829514711,0.09704007886863153,-0.8874251227121689,-0.49864880018661495,5,2,5
NA,NA,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,-0,1,73,12,-8,-0.430794868276747,0.014897540238695073,0.09704007886863153,0.2682413355085094,-0.11982744090469175,2,3,5
NA,NA,2,1,0,72,12,-8,-0.8357541888828451,-1.0540463122275376,-1.0337875594152823,-0.8874251227121689,-0.11982744090469175,3,2,2
NA,0,-0,1,0,73,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,3,2,0,90,2,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,1,50,4,3,-0.29580842807471425,0.1676038048767283,-0.1856668307023469,0.10314612719126968,0.8903628505137701,3,4,4
NA,NA,1,1,0,46,7,-8,-0.16082198787268154,-0.2905149890373714,-0.3270202854878361,-0.22704428944320984,0.7640890640864624,3,5,4
NA,NA,1,-0,1,71,3,-8,0.3791237729354494,-0.13780872439933817,-0.4683737402733254,0.10314612719126968,0.6378152776591546,5,6,5
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,2,0,60,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,23,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,1,26,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,3,3,1,62,4,-8,0.7840830935415476,0.7784288634288612,-0.3270202854878361,-0.22704428944320984,-1.003743945895846,6,7,6
0,NA,2,2,1,60,2,-8,0.10915089253138394,-0.9013400475895043,-0.4683737402733254,-0.5572347060776893,-0.2461012273319995,4,5,5
0,NA,3,2,0,60,2,-8,0.24413733273341667,-0.2905149890373714,0.09704007886863153,-0.7223299143949291,0.38526770480453915,5,4,6
0,NA,1,-0,1,55,2,-8,0.7840830935415476,0.7784288634288612,0.23839353365412075,0.4333365438257492,-0.2461012273319995,6,7,6
NA,NA,2,2,1,62,2,-8,-0.430794868276747,-0.5959275183134378,-0.044313375916857696,-0.3921394977604496,-0.2461012273319995,3,2,5
NA,NA,2,2,0,58,2,-8,-0.430794868276747,0.32031006951476154,-0.6097271950588146,0.10314612719126968,0.006446345522615976,2,5,3
NA,NA,1,1,1,66,3,-8,-0.29580842807471425,-0.7486337829514711,-0.4683737402733254,-0.5572347060776893,0.5115414912318469,4,3,4
0,NA,2,1,0,64,4,-8,0.24413733273341667,0.47301633415279476,0.09704007886863153,-0.5572347060776893,-0.11982744090469175,5,4,6
NA,NA,2,NA,1,41,7,-1,0.10915089253138394,0.625722598790828,0.5211004432250992,-0.7223299143949291,-0.7511963730412304,4,4,6
NA,NA,-0,NA,0,38,12,10,-0.29580842807471425,-0.13780872439933817,0.23839353365412075,-0.7223299143949291,0.38526770480453915,3,4,4
NA,NA,2,2,0,62,6,-8,0.10915089253138394,NA,-0.1856668307023469,-0.06194908112597008,0.7640890640864624,4,4,6
NA,NA,3,NA,1,23,2,-8,-0.5657813084787797,-0.9013400475895043,-0.6097271950588146,-0.06194908112597008,1.1429104233683856,2,2,5
NA,NA,3,2,0,28,7,-8,0.10915089253138394,0.014897540238695073,0.6624538980105884,-0.8874251227121689,0.6378152776591546,5,4,5
NA,NA,2,2,1,61,4,-8,-0.0258355476706488,0.7784288634288612,-0.6097271950588146,0.10314612719126968,-0.49864880018661495,3,4,6
NA,NA,1,1,0,59,12,-8,-0.0258355476706488,0.1676038048767283,0.09704007886863153,0.2682413355085094,0.13272013194992371,4,2,7
NA,NA,2,3,0,74,1,-8,0.10915089253138394,-0.4432212536754046,0.6624538980105884,-0.3921394977604496,-0.2461012273319995,5,4,5
NA,NA,3,3,1,59,2,-8,0.3791237729354494,0.7784288634288612,-0.6097271950588146,-0.22704428944320984,0.006446345522615976,6,4,6
NA,NA,1,2,0,52,1,-8,0.3791237729354494,0.014897540238695073,-0.6097271950588146,0.10314612719126968,0.6378152776591546,5,5,6
NA,NA,1,1,1,27,1,-1,0.10915089253138394,-0.2905149890373714,0.09704007886863153,-1.3827107476638882,-0.49864880018661495,5,4,5
0,NA,1,1,1,25,1,-8,-0.16082198787268154,-0.4432212536754046,-0.044313375916857696,0.2682413355085094,-0.49864880018661495,6,3,3
NA,NA,2,1,1,52,6,3,0.10915089253138394,-0.2905149890373714,-0.3270202854878361,0.10314612719126968,-0.3723750137593072,6,3,5
NA,NA,2,1,0,49,4,-8,0.10915089253138394,-0.5959275183134378,0.23839353365412075,0.10314612719126968,-0.49864880018661495,5,4,5
NA,NA,NA,NA,0,24,6,-7,-0.16082198787268154,-0.13780872439933817,0.23839353365412075,-0.3921394977604496,-0.11982744090469175,4,3,5
NA,NA,2,NA,1,21,2,-8,0.10915089253138394,-0.5959275183134378,-0.044313375916857696,-0.06194908112597008,0.2589939183772314,3,5,6
1,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,2,1,53,1,3,-0.29580842807471425,-0.13780872439933817,-0.892434104629793,-0.3921394977604496,0.2589939183772314,4,4,3
1,NA,3,3,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,3,3,0,49,2,-8,0.7840830935415476,0.625722598790828,0.5211004432250992,-0.06194908112597008,0.5115414912318469,6,7,6
NA,NA,1,1,0,62,4,-1,-0.16082198787268154,-0.2905149890373714,0.09704007886863153,0.2682413355085094,-0.11982744090469175,3,5,4
NA,1,2,2,0,78,8,-8,-0.430794868276747,-0.2905149890373714,0.09704007886863153,0.2682413355085094,-0.2461012273319995,2,6,2
1,NA,1,1,0,67,3,2,-0.0258355476706488,-0.2905149890373714,-0.6097271950588146,0.2682413355085094,0.6378152776591546,4,5,4
1,0,1,2,1,65,7,-8,-0.29580842807471425,-0.13780872439933817,0.09704007886863153,-0.3921394977604496,-0.11982744090469175,4,3,4
1,0,2,2,0,64,12,-8,-0.430794868276747,-0.5959275183134378,0.09704007886863153,-0.06194908112597008,0.006446345522615976,3,3,4
1,0,2,2,1,65,12,-8,0.10915089253138394,-0.4432212536754046,-1.4578479237717499,0.7635269604602287,0.006446345522615976,5,4,5
1,0,-0,-0,0,62,12,2,-0.8357541888828451,-1.359458841503604,-0.7510806498443038,-0.8874251227121689,0.006446345522615976,3,3,1
NA,0,NA,2,1,37,4,-7,0.10915089253138394,-0.13780872439933817,-0.044313375916857696,-0.22704428944320984,-0.2461012273319995,5,4,5
NA,0,1,1,1,82,6,-8,-0.16082198787268154,-0.5959275183134378,-0.892434104629793,-0.22704428944320984,0.2589939183772314,3,5,4
NA,0,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,1,60,4,1,-0.16082198787268154,0.32031006951476154,0.09704007886863153,-0.3921394977604496,0.2589939183772314,5,2,5
NA,NA,1,1,0,60,8,-8,-0.430794868276747,0.47301633415279476,-0.044313375916857696,0.2682413355085094,0.6378152776591546,3,3,4
NA,NA,1,1,1,32,4,-8,0.10915089253138394,-0.7486337829514711,-0.4683737402733254,-0.7223299143949291,0.2589939183772314,5,4,5
1,1,2,2,1,49,4,-8,0.24413733273341667,0.32031006951476154,0.23839353365412075,0.2682413355085094,-0.11982744090469175,5,5,5
1,1,2,1,0,45,4,-8,0.10915089253138394,0.625722598790828,-0.4683737402733254,0.5984317521429889,-0.3723750137593072,4,5,5
1,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,-0,-0,0,56,10,-8,0.5141102131374822,0.32031006951476154,0.37974698843960997,-0.22704428944320984,-0.2461012273319995,6,6,5
NA,0,NA,-0,1,58,12,-7,-1.1057270692869106,-1.8175776354177038,-0.6097271950588146,-2.043091580932847,1.0166366369410778,1,3,1
NA,NA,1,1,0,67,6,3,0.6490966533395148,0.47301633415279476,0.9451608075815668,0.5984317521429889,0.13272013194992371,4,7,7
NA,NA,1,1,1,67,12,-8,0.6490966533395148,-0.2905149890373714,-1.0337875594152823,-0.22704428944320984,-0.3723750137593072,7,4,7
1,NA,1,2,1,61,7,2,-0.5657813084787797,-0.4432212536754046,-0.1856668307023469,-0.06194908112597008,0.6378152776591546,2,3,4
1,NA,-0,-0,0,61,4,1,-0.5657813084787797,-0.2905149890373714,-0.1856668307023469,-0.3921394977604496,0.006446345522615976,2,3,4
1,NA,-0,2,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,1,0,67,5,-8,NA,-0.2905149890373714,-0.044313375916857696,0.4333365438257492,0.006446345522615976,NA,5,2
1,NA,-0,1,1,66,4,3,-0.16082198787268154,-0.2905149890373714,-0.1856668307023469,-0.7223299143949291,-0.11982744090469175,4,4,4
NA,NA,2,NA,1,79,2,-8,-0.16082198787268154,-0.4432212536754046,-0.044313375916857696,-0.3921394977604496,0.13272013194992371,4,4,4
1,NA,2,2,0,68,7,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,22,2,-8,0.3791237729354494,0.47301633415279476,0.5211004432250992,0.10314612719126968,-0.3723750137593072,4,7,5
1,NA,2,1,0,73,2,-8,0.9190695337435804,0.014897540238695073,-0.3270202854878361,-0.22704428944320984,-0.11982744090469175,7,7,6
NA,0,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,3,3,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,1,1,56,4,-8,-0.16082198787268154,0.32031006951476154,0.23839353365412075,-0.7223299143949291,-0.2461012273319995,4,4,4
NA,NA,1,1,0,54,7,-8,0.10915089253138394,0.625722598790828,0.5211004432250992,0.7635269604602287,0.13272013194992371,5,4,5
NA,NA,2,-0,1,31,4,-8,0.3791237729354494,-0.13780872439933817,0.09704007886863153,0.10314612719126968,0.006446345522615976,7,4,5
NA,NA,1,-0,1,30,4,3,0.24413733273341667,-0.2905149890373714,-0.3270202854878361,0.10314612719126968,0.006446345522615976,5,5,5
NA,NA,2,NA,0,28,2,3,0.7840830935415476,0.625722598790828,0.8038073527960776,-0.7223299143949291,-0.3723750137593072,7,6,6
NA,NA,-0,1,0,40,9,-8,-0.16082198787268154,0.014897540238695073,0.37974698843960997,0.4333365438257492,0.006446345522615976,4,4,4
NA,NA,1,1,1,40,6,-1,0.24413733273341667,0.014897540238695073,0.09704007886863153,0.2682413355085094,0.7640890640864624,6,6,3
NA,1,2,2,1,68,4,-8,-0.5657813084787797,-0.5959275183134378,-0.7510806498443038,-0.5572347060776893,0.2589939183772314,3,2,4
NA,1,2,-0,0,69,4,-8,0.10915089253138394,0.625722598790828,0.37974698843960997,-0.06194908112597008,1.2691842097956931,2,5,7
NA,1,-0,-0,1,95,12,-8,0.24413733273341667,0.625722598790828,-0.044313375916857696,0.10314612719126968,-0.8774701594685381,5,4,6
NA,NA,1,1,0,42,7,-8,0.6490966533395148,0.7784288634288612,0.9451608075815668,0.4333365438257492,-0.2461012273319995,6,6,6
0,NA,2,NA,0,21,9,-8,-0.8357541888828451,0.32031006951476154,0.37974698843960997,0.4333365438257492,0.13272013194992371,3,2,2
NA,NA,2,NA,1,21,6,-8,0.10915089253138394,0.014897540238695073,-0.1856668307023469,-0.22704428944320984,-0.49864880018661495,6,3,5
1,NA,2,-0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,1,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,-0,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,1,2,2,0,76,12,-1,NA,NA,NA,NA,NA,2,2,NA
0,1,1,1,0,52,4,-8,0.7840830935415476,0.47301633415279476,-0.3270202854878361,-0.3921394977604496,0.13272013194992371,7,7,5
1,1,-0,1,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
0,1,1,1,0,66,4,-8,-0.430794868276747,-0.2905149890373714,-0.892434104629793,-0.22704428944320984,0.13272013194992371,2,4,4
0,1,1,-0,1,66,4,-8,0.3791237729354494,0.1676038048767283,-0.044313375916857696,-0.22704428944320984,-0.3723750137593072,4,6,6
NA,1,-0,1,1,57,7,1,-0.7007677486808125,-0.13780872439933817,-0.4683737402733254,0.2682413355085094,-0.7511963730412304,4,1,3
NA,1,2,2,0,56,4,-8,0.3791237729354494,-0.2905149890373714,0.37974698843960997,0.2682413355085094,0.38526770480453915,4,6,6
NA,1,1,1,1,27,7,3,-0.430794868276747,-0.13780872439933817,0.8038073527960776,-0.5572347060776893,-0.6249225866139226,2,3,5
