terror,placebo,pintr,pintr_placebo,male,age,edu,party,O_sd,C_sd,E_sd,A_sd,N_sd,optrt5o1,optrt5o2,optrt5o3
NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,45,8,17,-0.0258355476706488,-0.13780872439933817,0.23839353365412075,0.2682413355085094,0.7640890640864624,4,4,5
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,1,95,12,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,1,55,4,-8,0.3791237729354494,-0.4432212536754046,-0.3270202854878361,-0.8874251227121689,0.2589939183772314,5,6,5
NA,NA,1,NA,0,54,12,-8,-0.0258355476706488,0.7784288634288612,-0.6097271950588146,0.7635269604602287,0.006446345522615976,3,6,4
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,0,66,12,10,-0.8357541888828451,-0.5959275183134378,-0.7510806498443038,-0.8874251227121689,0.6378152776591546,1,4,2
NA,NA,-0,NA,0,31,1,-2,-0.0258355476706488,0.014897540238695073,-0.044313375916857696,0.10314612719126968,-0.11982744090469175,4,4,5
NA,NA,NA,NA,0,32,4,10,-0.16082198787268154,0.014897540238695073,0.23839353365412075,-0.3921394977604496,0.13272013194992371,4,4,4
NA,NA,-0,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,75,12,-8,-0.7007677486808125,-0.5959275183134378,-0.044313375916857696,-0.5572347060776893,-0.11982744090469175,2,4,2
NA,NA,1,NA,0,76,7,-8,-0.16082198787268154,-0.13780872439933817,-0.6097271950588146,0.7635269604602287,-0.2461012273319995,1,7,4
NA,NA,2,NA,0,66,13,12,0.24413733273341667,-1.0540463122275376,-1.4578479237717499,-1.2176155393466483,-0.2461012273319995,7,7,1
NA,NA,2,NA,1,42,4,-8,0.10915089253138394,0.47301633415279476,0.37974698843960997,-0.22704428944320984,-0.11982744090469175,5,5,4
NA,NA,1,NA,0,41,7,-8,-0.430794868276747,0.625722598790828,-0.044313375916857696,0.2682413355085094,0.006446345522615976,3,3,4
NA,NA,1,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,1,74,4,-8,0.6490966533395148,0.1676038048767283,0.8038073527960776,0.5984317521429889,-1.003743945895846,7,4,7
NA,NA,1,NA,0,66,8,-8,-0.8357541888828451,0.625722598790828,-0.6097271950588146,-0.22704428944320984,0.38526770480453915,5,1,1
NA,NA,-0,NA,0,45,4,13,0.6490966533395148,0.7784288634288612,0.9451608075815668,-0.06194908112597008,-0.8774701594685381,7,4,7
NA,NA,-0,NA,0,76,12,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,63,8,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,0,60,7,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,21,4,10,0.9190695337435804,0.1676038048767283,0.5211004432250992,0.2682413355085094,-0.6249225866139226,6,7,7
NA,NA,1,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,85,12,10,-0.16082198787268154,0.1676038048767283,-0.6097271950588146,0.4333365438257492,1.0166366369410778,2,7,3
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,84,4,-8,0.5141102131374822,0.7784288634288612,0.37974698843960997,0.7635269604602287,0.006446345522615976,5,6,6
NA,NA,3,NA,0,57,1,-8,0.6490966533395148,-0.13780872439933817,-0.3270202854878361,0.5984317521429889,0.13272013194992371,6,7,5
NA,NA,NA,NA,1,66,9,13,-0.430794868276747,-0.9013400475895043,-0.6097271950588146,-1.2176155393466483,0.13272013194992371,4,4,2
NA,NA,1,NA,1,54,12,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,0,56,12,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,61,12,10,0.5141102131374822,-0.2905149890373714,0.23839353365412075,0.4333365438257492,0.13272013194992371,4,6,7
NA,NA,NA,NA,0,48,7,10,-0.430794868276747,0.014897540238695073,-0.4683737402733254,0.4333365438257492,1.2691842097956931,2,1,7
NA,NA,-0,NA,0,51,12,17,-0.5657813084787797,-0.5959275183134378,-0.4683737402733254,-0.22704428944320984,0.13272013194992371,2,4,3
NA,NA,2,NA,1,51,4,-8,-0.16082198787268154,-0.5959275183134378,0.09704007886863153,0.5984317521429889,-0.11982744090469175,5,4,3
NA,NA,2,NA,0,62,4,-8,0.5141102131374822,0.625722598790828,-0.4683737402733254,0.7635269604602287,-0.7511963730412304,5,6,6
NA,NA,3,NA,1,64,2,-8,0.10915089253138394,0.1676038048767283,0.5211004432250992,0.2682413355085094,-0.6249225866139226,4,5,5
NA,NA,3,NA,1,91,7,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,0,93,7,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,70,5,10,-0.0258355476706488,-0.7486337829514711,0.09704007886863153,-0.22704428944320984,0.5115414912318469,4,4,5
NA,NA,1,NA,0,76,12,13,-0.5657813084787797,0.7784288634288612,0.23839353365412075,0.7635269604602287,1.2691842097956931,1,1,7
NA,NA,NA,NA,1,83,NA,-7,-0.0258355476706488,0.7784288634288612,0.23839353365412075,0.7635269604602287,-0.49864880018661495,4,4,5
NA,NA,1,NA,0,30,4,12,-0.5657813084787797,0.7784288634288612,0.23839353365412075,0.7635269604602287,-0.7511963730412304,1,1,7
NA,NA,2,NA,1,33,4,-8,-0.16082198787268154,0.32031006951476154,0.5211004432250992,0.5984317521429889,-0.7511963730412304,4,2,6
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,0,48,12,16,-0.5657813084787797,-0.13780872439933817,-0.3270202854878361,-0.22704428944320984,1.2691842097956931,1,4,4
NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,39,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,0,39,8,-8,-0.29580842807471425,-0.5959275183134378,-0.044313375916857696,-0.8874251227121689,1.1429104233683856,4,4,3
NA,NA,1,NA,0,29,7,-8,-0.16082198787268154,-0.7486337829514711,0.09704007886863153,-0.22704428944320984,1.1429104233683856,3,3,6
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,42,4,-8,-0.16082198787268154,0.47301633415279476,0.23839353365412075,-0.22704428944320984,0.2589939183772314,4,3,5
NA,NA,3,NA,1,55,6,-8,-0.8357541888828451,-0.7486337829514711,-0.4683737402733254,-0.7223299143949291,-0.2461012273319995,2,3,2
NA,NA,3,NA,0,53,4,-8,0.24413733273341667,-0.4432212536754046,-0.3270202854878361,-0.5572347060776893,0.13272013194992371,5,5,5
NA,NA,NA,NA,0,21,7,10,-0.430794868276747,-0.9013400475895043,-0.044313375916857696,-0.8874251227121689,0.2589939183772314,3,3,4
NA,NA,2,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,0,50,12,-8,0.10915089253138394,-0.13780872439933817,-0.044313375916857696,0.10314612719126968,0.5115414912318469,7,2,5
NA,NA,2,NA,1,47,7,-8,-0.16082198787268154,0.47301633415279476,-0.3270202854878361,0.2682413355085094,-0.11982744090469175,4,5,3
NA,NA,1,NA,0,76,12,-8,-0.0258355476706488,0.1676038048767283,-0.3270202854878361,0.2682413355085094,0.13272013194992371,3,5,5
NA,NA,2,NA,1,76,12,-8,0.24413733273341667,-0.4432212536754046,0.09704007886863153,-0.3921394977604496,-0.3723750137593072,6,4,5
NA,NA,2,NA,0,74,12,-8,-0.0258355476706488,0.7784288634288612,0.09704007886863153,0.7635269604602287,0.7640890640864624,5,1,7
NA,NA,1,NA,1,53,7,12,0.5141102131374822,0.1676038048767283,0.6624538980105884,-0.7223299143949291,-0.2461012273319995,6,5,6
NA,NA,NA,NA,0,47,7,-8,-0.0258355476706488,0.625722598790828,-0.1856668307023469,-0.22704428944320984,1.0166366369410778,3,4,6
NA,NA,NA,NA,1,46,12,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,1,34,7,12,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,0,41,7,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,1,69,2,-8,0.24413733273341667,0.32031006951476154,-0.6097271950588146,-0.5572347060776893,-0.49864880018661495,5,5,5
NA,NA,1,NA,0,68,2,-8,-0.0258355476706488,-0.13780872439933817,0.23839353365412075,-0.06194908112597008,0.006446345522615976,4,5,4
NA,NA,NA,NA,1,43,2,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,43,4,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,76,7,-8,-0.0258355476706488,-0.5959275183134378,-0.3270202854878361,0.2682413355085094,0.006446345522615976,3,6,4
NA,NA,1,NA,1,53,4,-8,-0.0258355476706488,0.1676038048767283,-0.4683737402733254,0.2682413355085094,-0.11982744090469175,5,4,4
NA,NA,1,NA,0,51,12,-8,-0.0258355476706488,-0.2905149890373714,-0.1856668307023469,0.4333365438257492,-0.11982744090469175,4,4,5
NA,NA,NA,NA,0,58,12,10,-0.29580842807471425,-0.2905149890373714,-0.7510806498443038,0.4333365438257492,1.1429104233683856,4,4,3
NA,NA,1,NA,1,81,12,-8,-1.375699949690976,NA,NA,NA,NA,1,1,1
NA,NA,1,NA,0,84,12,-8,-0.29580842807471425,-0.4432212536754046,-0.044313375916857696,-0.8874251227121689,0.7640890640864624,3,4,4
NA,NA,2,NA,1,43,12,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,0,42,12,-8,0.24413733273341667,0.7784288634288612,-0.6097271950588146,0.7635269604602287,1.2691842097956931,7,1,7
NA,NA,NA,NA,0,19,6,-1,0.3791237729354494,-0.5959275183134378,0.9451608075815668,-0.22704428944320984,0.13272013194992371,7,4,5
NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,56,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,31,7,10,0.10915089253138394,0.014897540238695073,0.09704007886863153,-0.5572347060776893,0.7640890640864624,5,4,5
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,1,82,12,15,NA,NA,NA,NA,NA,4,NA,4
NA,NA,-0,NA,0,81,12,15,0.10915089253138394,-0.2905149890373714,-0.3270202854878361,-0.3921394977604496,0.5115414912318469,3,6,5
NA,NA,2,NA,1,35,12,-8,-0.430794868276747,-0.4432212536754046,-0.892434104629793,-0.3921394977604496,-0.3723750137593072,2,4,4
NA,NA,1,NA,0,39,4,16,-0.430794868276747,0.625722598790828,-0.4683737402733254,0.4333365438257492,-0.11982744090469175,4,3,3
NA,NA,-0,NA,0,29,7,-1,-0.0258355476706488,-0.7486337829514711,-0.044313375916857696,-0.5572347060776893,0.006446345522615976,4,4,5
NA,NA,1,NA,0,50,4,13,-0.0258355476706488,0.32031006951476154,0.37974698843960997,0.4333365438257492,-0.8774701594685381,4,4,5
NA,NA,1,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,1,69,12,13,0.5141102131374822,0.1676038048767283,-0.044313375916857696,0.2682413355085094,-0.2461012273319995,6,5,6
NA,NA,2,NA,0,69,5,-2,-0.29580842807471425,-0.5959275183134378,0.6624538980105884,-0.3921394977604496,-0.3723750137593072,4,3,4
NA,NA,2,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,0,58,12,15,-0.430794868276747,0.32031006951476154,-0.044313375916857696,0.4333365438257492,0.2589939183772314,2,4,4
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,1,53,12,12,0.3791237729354494,0.7784288634288612,-1.0337875594152823,0.2682413355085094,-1.003743945895846,6,6,4
NA,NA,-0,NA,0,67,12,12,-0.0258355476706488,0.32031006951476154,0.5211004432250992,-0.22704428944320984,0.7640890640864624,4,4,5
NA,NA,2,NA,0,27,7,12,-0.16082198787268154,0.7784288634288612,0.23839353365412075,0.7635269604602287,0.13272013194992371,7,4,1
NA,NA,-0,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,NA,1,41,4,-8,0.10915089253138394,0.32031006951476154,0.09704007886863153,0.2682413355085094,-0.49864880018661495,5,4,5
NA,NA,-0,NA,0,40,4,12,0.3791237729354494,0.7784288634288612,0.23839353365412075,0.5984317521429889,0.2589939183772314,5,5,6
NA,NA,1,NA,1,36,12,12,-0.16082198787268154,0.014897540238695073,-0.044313375916857696,0.2682413355085094,0.5115414912318469,4,4,4
NA,NA,2,NA,0,33,7,-8,-0.9707406290848779,0.32031006951476154,-0.044313375916857696,-0.7223299143949291,0.2589939183772314,2,2,2
NA,NA,NA,NA,1,42,6,10,0.10915089253138394,0.1676038048767283,-0.044313375916857696,0.2682413355085094,0.13272013194992371,4,6,4
NA,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,35,6,10,-0.0258355476706488,-0.7486337829514711,0.23839353365412075,-0.8874251227121689,0.13272013194992371,3,4,6
NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,0,50,5,-8,-0.430794868276747,0.32031006951476154,0.09704007886863153,0.10314612719126968,0.38526770480453915,2,3,5
NA,NA,1,NA,1,48,12,12,NA,0.7784288634288612,0.23839353365412075,0.7635269604602287,-1.003743945895846,7,NA,7
NA,NA,2,NA,0,51,4,-8,0.10915089253138394,0.014897540238695073,-0.3270202854878361,-0.22704428944320984,0.2589939183772314,5,5,4
NA,NA,NA,NA,0,43,7,-8,-0.8357541888828451,-0.9013400475895043,-0.892434104629793,-0.3921394977604496,0.13272013194992371,2,3,2
NA,NA,NA,NA,1,49,2,10,-0.5657813084787797,0.014897540238695073,0.8038073527960776,0.4333365438257492,0.006446345522615976,4,2,3
NA,NA,NA,NA,0,22,7,10,0.10915089253138394,0.47301633415279476,0.6624538980105884,0.2682413355085094,0.006446345522615976,4,6,4
NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,59,12,10,0.24413733273341667,0.32031006951476154,-0.4683737402733254,0.4333365438257492,0.006446345522615976,6,3,6
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,49,7,10,-0.430794868276747,-0.2905149890373714,-0.4683737402733254,-0.3921394977604496,0.38526770480453915,2,4,4
NA,NA,2,NA,1,29,2,15,0.3791237729354494,0.7784288634288612,-0.6097271950588146,0.10314612719126968,-0.7511963730412304,6,4,6
NA,NA,-0,NA,0,27,4,15,-0.0258355476706488,0.7784288634288612,0.6624538980105884,-0.3921394977604496,0.2589939183772314,5,2,6
NA,NA,NA,NA,NA,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,33,6,10,-0.430794868276747,0.014897540238695073,-0.1856668307023469,-0.22704428944320984,-0.11982744090469175,3,4,3
NA,NA,1,NA,0,41,4,10,-0.0258355476706488,0.1676038048767283,-0.044313375916857696,0.4333365438257492,0.13272013194992371,5,4,4
NA,NA,1,NA,1,39,6,12,-0.16082198787268154,-0.13780872439933817,-0.6097271950588146,0.2682413355085094,0.2589939183772314,4,4,4
NA,NA,2,NA,0,37,6,-8,-0.29580842807471425,0.014897540238695073,0.5211004432250992,0.5984317521429889,-0.2461012273319995,5,2,4
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,0,46,12,13,-0.430794868276747,0.1676038048767283,0.37974698843960997,0.7635269604602287,0.6378152776591546,4,1,5
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,0,25,7,13,-0.0258355476706488,0.014897540238695073,0.5211004432250992,0.4333365438257492,0.7640890640864624,4,4,5
NA,NA,1,NA,0,22,4,13,0.3791237729354494,0.32031006951476154,0.23839353365412075,0.4333365438257492,0.2589939183772314,3,6,7
NA,NA,1,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,36,2,-8,0.24413733273341667,-0.4432212536754046,0.09704007886863153,0.10314612719126968,0.006446345522615976,4,6,5
NA,NA,2,NA,1,38,4,-8,0.6490966533395148,0.32031006951476154,-0.3270202854878361,0.10314612719126968,0.006446345522615976,6,6,6
NA,NA,NA,NA,0,77,8,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,34,9,10,-0.16082198787268154,-0.2905149890373714,-0.7510806498443038,0.4333365438257492,0.38526770480453915,2,5,5
NA,NA,-0,NA,1,75,12,-8,0.7840830935415476,0.32031006951476154,0.23839353365412075,0.4333365438257492,-0.8774701594685381,7,5,7
NA,NA,-0,NA,0,73,12,10,1.054055973945613,0.7784288634288612,0.23839353365412075,0.7635269604602287,1.2691842097956931,7,7,7
NA,NA,1,NA,0,48,4,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,91,12,10,0.10915089253138394,0.32031006951476154,-0.044313375916857696,0.7635269604602287,-0.7511963730412304,3,6,5
NA,NA,NA,NA,1,40,12,10,NA,-1.0540463122275376,-0.6097271950588146,-1.2176155393466483,-0.2461012273319995,NA,1,1
NA,NA,-0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,39,7,15,-0.0258355476706488,0.014897540238695073,-0.1856668307023469,-0.5572347060776893,0.38526770480453915,4,4,5
NA,NA,-0,NA,1,47,6,12,-0.16082198787268154,0.014897540238695073,-0.1856668307023469,-1.3827107476638882,-0.7511963730412304,4,4,4
NA,NA,1,NA,1,74,4,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,0,72,7,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,41,6,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,0,39,9,-8,-0.16082198787268154,0.32031006951476154,0.37974698843960997,0.10314612719126968,0.2589939183772314,4,4,4
NA,NA,NA,NA,1,45,12,-8,0.24413733273341667,-0.13780872439933817,-1.3164944689862608,0.2682413355085094,1.2691842097956931,7,4,4
NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,58,12,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,50,12,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,50,1,-8,0.24413733273341667,-0.2905149890373714,-0.3270202854878361,0.10314612719126968,-0.3723750137593072,5,5,5
NA,NA,3,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,-0,NA,1,40,4,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,40,7,15,-0.8357541888828451,-0.13780872439933817,-0.1856668307023469,0.5984317521429889,0.13272013194992371,1,4,2
NA,NA,NA,NA,1,40,12,-8,0.24413733273341667,0.1676038048767283,-0.3270202854878361,0.10314612719126968,-0.8774701594685381,5,4,6
NA,NA,NA,NA,0,32,12,10,-0.16082198787268154,0.625722598790828,0.09704007886863153,0.7635269604602287,0.13272013194992371,4,2,6
NA,NA,1,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,37,12,10,-1.2407135094889434,-0.13780872439933817,-0.1856668307023469,0.4333365438257492,1.2691842097956931,2,1,1
NA,NA,NA,NA,0,20,6,-7,-0.430794868276747,0.32031006951476154,0.6624538980105884,0.10314612719126968,0.8903628505137701,3,3,4
NA,NA,NA,NA,1,48,4,-7,-0.16082198787268154,0.32031006951476154,-0.3270202854878361,0.10314612719126968,0.006446345522615976,4,4,4
NA,NA,2,NA,0,46,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,1,32,2,10,0.3791237729354494,0.32031006951476154,0.8038073527960776,0.10314612719126968,-0.3723750137593072,5,5,6
NA,NA,NA,NA,1,48,4,10,1.054055973945613,0.7784288634288612,1.086514262367056,0.7635269604602287,-1.003743945895846,7,7,7
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,1,63,4,-8,0.5141102131374822,0.1676038048767283,0.37974698843960997,0.10314612719126968,-0.6249225866139226,6,6,5
