pintr_dif,polint_pre,polint_post,O_sd,C_sd,E_sd,A_sd,N_sd,male,age,education,ideology,W3_f15771a,W3_f15771f,W3_f15770d
NA,NA,NA,NA,NA,NA,NA,NA,0,49,13,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,52,5,5,NA,NA,NA
0,3,3,-0.0958683829367207,0.27706572553448167,-0.7357162101587771,NA,0.5528039249148112,1,64,12,2,8,9,1
0,3,3,-0.2760173345778515,0.04176628991827409,-0.16280504031275692,-0.06954786008271732,-0.24218520076432398,0,59,5,5,2,7,7
NA,NA,NA,NA,NA,NA,NA,NA,1,32,11,10,NA,NA,NA
0,3,3,0.534652947807237,0.27706572553448167,0.31462093455892653,0.4703554560897234,-0.24218520076432398,1,56,5,3,9,8,8
1,3,2,-0.9966131411423745,0.5123651611506892,-0.16280504031275692,NA,-0.15385307568886453,0,58,NA,NA,0,4,4
0,3,3,0.6247274236278024,0.27706572553448167,0.31462093455892653,0.6863167825586997,-0.33051732583978344,1,72,6,9,8,9,9
NA,NA,NA,NA,NA,NA,NA,NA,1,64,5,3,NA,NA,NA
0,3,3,0.4445784719866716,0.39471544334258546,0.6965617144562734,-1.149354492427599,0.2878075496884328,1,44,5,8,8,9,7
NA,NA,NA,NA,NA,NA,NA,NA,1,60,5,7,NA,NA,NA
0,3,3,-1.1767620927835054,0.5123651611506892,-0.449260625235767,0.14641346638625896,-0.15385307568886453,1,70,12,4,0,3,3
0,4,4,0.17435504452497544,0.15941600772637787,-1.0221717950817872,0.03843280315177083,-0.7721779512170808,1,68,12,3,8,8,5
NA,4,NA,NA,NA,NA,NA,NA,0,40,13,1,NA,NA,NA
0,3,3,-0.2760173345778515,-0.19353314569793348,-0.5447458202101036,0.03843280315177083,0.7294681750657301,0,49,5,5,4,6,6
1,4,3,-0.7263897136806784,-1.01708117035466,-0.2582902352870936,0.4703554560897234,NA,0,NA,12,5,2,4,5
NA,NA,NA,NA,NA,NA,NA,NA,0,45,11,7,NA,NA,NA
0,3,3,-0.45616628621898225,-0.5464822991222449,-0.2582902352870936,-0.2855091865516936,0.022811174462054412,0,62,5,5,5,5,4
NA,NA,NA,NA,NA,NA,NA,NA,0,54,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,65,7,4,NA,NA,NA
0,1,1,-0.0958683829367207,-0.0758834278898297,-0.6402310151844404,-0.6094511762551581,0.7294681750657301,0,41,NA,NA,8,8,2
0,3,3,-0.3660918103984169,0.5123651611506892,0.02816534963591646,0.6863167825586997,-0.33051732583978344,0,73,5,6,3,6,6
0,3,3,0.26442952034554085,0.39471544334258546,-0.06731984533842024,0.6863167825586997,-0.33051732583978344,1,51,5,5,5,9,8
NA,NA,NA,NA,NA,NA,NA,NA,1,68,13,7,NA,NA,NA
1,4,3,0.26442952034554085,0.7476645967668968,0.12365054461025315,0.03843280315177083,0.37613967476389226,0,55,7,4,9,9,4
0,3,3,-0.005793907116155319,-0.6641320169303486,-0.9266866001074505,-0.06954786008271732,0.022811174462054412,1,85,5,7,8,7,4
0,2,2,-1.4469855202452016,0.630014878958793,-0.16280504031275692,0.4703554560897234,0.19947542461297335,1,45,5,8,0,2,1
-1,2,3,-0.3660918103984169,-0.31118286350603724,0.21913573958458984,-0.5014705130206699,0.19947542461297335,0,24,11,7,3,6,6
1,4,3,-0.8164641895012438,-0.42883258131414104,-0.06731984533842024,-0.9333931659586225,0.11114329953751388,1,76,6,6,2,3,5
0,3,3,-0.636315237860113,0.15941600772637787,-0.06731984533842024,-0.6094511762551581,-0.33051732583978344,1,66,5,8,0,5,7
NA,NA,NA,NA,NA,NA,NA,NA,1,59,5,5,NA,NA,NA
0,4,4,0.08428056870441007,-0.0758834278898297,-1.4041125749791339,0.3623747928552353,0.8178003001411897,1,38,12,4,9,5,6
1,4,3,0.4445784719866716,0.15941600772637787,0.6010765194819366,0.25439412962074714,-0.24218520076432398,0,57,9,2,9,7,8
0,4,4,0.534652947807237,0.39471544334258546,0.12365054461025315,-0.06954786008271732,-0.33051732583978344,1,62,12,7,8,8,9
NA,NA,NA,NA,NA,NA,NA,NA,0,18,3,3,NA,NA,NA
0,3,3,-0.005793907116155319,-1.01708117035466,0.12365054461025315,0.5783361193242116,-0.6838458261416214,1,28,8,6,5,7,7
NA,NA,NA,NA,NA,NA,NA,NA,1,59,5,10,NA,NA,NA
NA,NA,3,0.08428056870441007,0.630014878958793,-0.2582902352870936,0.6863167825586997,0.5528039249148112,0,67,9,5,8,7,5
0,3,3,0.35450399616610623,0.15941600772637787,0.31462093455892653,-0.5014705130206699,0.37613967476389226,0,32,11,5,8,8,7
0,3,3,-0.005793907116155319,0.15941600772637787,-0.5447458202101036,-0.3934898497861818,0.6411360499902706,0,50,5,8,8,6,5
NA,NA,NA,NA,NA,NA,NA,NA,0,55,9,6,NA,NA,NA
0,3,3,0.534652947807237,0.7476645967668968,0.21913573958458984,0.14641346638625896,0.37613967476389226,0,70,7,8,10,10,5
NA,NA,2,-1.08668761696294,0.630014878958793,-0.7357162101587771,-0.06954786008271732,0.5528039249148112,0,29,5,7,2,1,4
NA,NA,NA,NA,NA,NA,NA,NA,0,51,5,5,NA,NA,NA
1,4,3,-0.9966131411423745,-0.42883258131414104,-1.0221717950817872,0.25439412962074714,-0.24218520076432398,1,48,12,6,3,3,2
0,4,4,0.534652947807237,0.5123651611506892,0.02816534963591646,0.14641346638625896,-0.5955137010661619,1,29,13,5,9,8,8
0,3,3,-0.8164641895012438,-0.0758834278898297,-0.3537754302614303,-0.7174318394896462,0.022811174462054412,1,57,13,4,3,3,4
-1,3,4,0.17435504452497544,0.04176628991827409,-0.16280504031275692,0.3623747928552353,-0.5955137010661619,1,35,12,3,7,7,7
1,2,1,-0.2760173345778515,0.7476645967668968,-0.16280504031275692,0.25439412962074714,-0.24218520076432398,0,44,10,NA,5,6,5
NA,NA,2,0.6247274236278024,0.7476645967668968,-0.2582902352870936,0.6863167825586997,0.4644717998393518,0,43,5,5,9,8,9
NA,NA,NA,NA,NA,NA,NA,NA,0,73,4,10,NA,NA,NA
NA,NA,3,0.35450399616610623,-0.0758834278898297,-0.06731984533842024,0.14641346638625896,-0.06552095061340506,1,55,7,NA,7,9,7
NA,NA,3,-0.2760173345778515,0.7476645967668968,-1.2131421850304607,-0.3934898497861818,-0.5955137010661619,1,37,13,7,0,7,9
0,3,3,0.26442952034554085,-0.31118286350603724,0.31462093455892653,0.03843280315177083,0.37613967476389226,0,48,9,3,8,7,7
0,4,4,-0.005793907116155319,-0.31118286350603724,0.41010612953326325,-0.2855091865516936,0.022811174462054412,1,44,13,3,7,6,6
0,3,3,0.4445784719866716,0.7476645967668968,-0.3537754302614303,0.902278109027676,0.4644717998393518,0,57,5,10,9,10,5
0,4,4,-0.5462407620395476,-0.0758834278898297,-0.8312014051331138,0.14641346638625896,-0.24218520076432398,1,65,13,3,3,4,6
0,3,3,0.4445784719866716,0.27706572553448167,0.7920469094306101,-0.17752852331720548,-0.6838458261416214,1,46,10,8,7,9,8
-1,3,4,0.08428056870441007,0.7476645967668968,0.21913573958458984,0.5783361193242116,0.6411360499902706,1,40,10,5,4,8,8
NA,NA,NA,NA,NA,NA,NA,NA,0,58,5,0,NA,NA,NA
0,4,4,0.4445784719866716,0.5123651611506892,0.12365054461025315,0.25439412962074714,0.906132425216649,1,74,5,5,5,9,10
0,3,3,-0.18594285875728608,-0.0758834278898297,-1.0221717950817872,-0.6094511762551581,1.082796675367568,1,71,13,2,7,5,5
-1,2,3,-0.005793907116155319,0.27706572553448167,0.5055913245075999,0.03843280315177083,-0.33051732583978344,1,42,13,5,3,8,8
NA,2,NA,NA,NA,NA,NA,NA,0,20,9,NA,NA,NA,NA
NA,NA,3,0.534652947807237,0.39471544334258546,-0.449260625235767,0.4703554560897234,0.5528039249148112,0,24,12,1,9,9,7
0,4,4,0.4445784719866716,-0.7817817347384524,0.5055913245075999,0.14641346638625896,0.022811174462054412,1,23,13,6,9,8,7
0,2,2,-0.9966131411423745,0.39471544334258546,-0.16280504031275692,-0.3934898497861818,0.37613967476389226,0,28,13,9,1,3,4
NA,3,NA,NA,NA,NA,NA,NA,1,59,5,3,NA,NA,NA
0,3,3,-0.9065386653218092,-0.19353314569793348,0.31462093455892653,0.14641346638625896,-0.5071815759907023,1,58,11,4,2,5,2
NA,NA,NA,NA,NA,NA,NA,NA,1,22,13,7,NA,NA,NA
-1,3,4,-0.0958683829367207,0.27706572553448167,-0.06731984533842024,-0.7174318394896462,-0.5071815759907023,1,52,5,3,4,7,7
0,3,3,-0.18594285875728608,0.15941600772637787,0.7920469094306101,-0.3934898497861818,0.37613967476389226,0,37,5,7,7,4,6
NA,NA,NA,NA,NA,NA,NA,NA,1,19,9,8,NA,NA,NA
NA,NA,3,-0.3660918103984169,-0.0758834278898297,0.31462093455892653,-0.3934898497861818,0.11114329953751388,1,59,5,5,1,9,5
NA,NA,2,-0.3660918103984169,0.39471544334258546,-0.5447458202101036,0.5783361193242116,0.6411360499902706,0,22,9,8,4,6,5
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,75,10,NA,NA,NA,NA
0,3,3,-0.005793907116155319,0.27706572553448167,0.31462093455892653,-0.06954786008271732,0.2878075496884328,1,67,5,8,4,7,8
0,4,4,-0.18594285875728608,0.04176628991827409,0.12365054461025315,-0.6094511762551581,-0.33051732583978344,1,65,5,7,3,7,7
0,3,3,-0.18594285875728608,-0.0758834278898297,0.12365054461025315,0.3623747928552353,-0.24218520076432398,1,44,5,3,3,7,7
NA,NA,3,-0.636315237860113,-0.19353314569793348,-0.3537754302614303,0.3623747928552353,0.7294681750657301,0,51,6,8,8,2,2
0,3,3,-0.2760173345778515,-0.7817817347384524,-0.7357162101587771,0.4703554560897234,-0.33051732583978344,1,27,12,5,7,3,6
0,3,3,-0.2760173345778515,-1.487680041587075,NA,-1.149354492427599,-0.24218520076432398,0,50,3,5,5,10,1
0,3,3,0.26442952034554085,0.630014878958793,-0.9266866001074505,0.7942974457931878,0.4644717998393518,0,70,5,7,10,10,2
1,4,3,-0.5462407620395476,-0.5464822991222449,0.02816534963591646,0.14641346638625896,0.2878075496884328,1,78,6,5,3,4,6
0,3,3,-0.45616628621898225,0.15941600772637787,0.41010612953326325,0.14641346638625896,-0.5071815759907023,0,48,5,7,2,6,6
0,2,2,0.4445784719866716,0.630014878958793,-1.0221717950817872,0.25439412962074714,0.8178003001411897,0,39,5,NA,10,10,4
NA,NA,NA,NA,NA,NA,NA,NA,0,22,8,NA,NA,NA,NA
0,2,2,0.534652947807237,0.27706572553448167,0.41010612953326325,-0.06954786008271732,0.11114329953751388,0,34,7,5,8,9,8
0,2,2,-0.18594285875728608,0.5123651611506892,0.12365054461025315,0.7942974457931878,0.5528039249148112,0,70,2,5,5,7,5
0,4,4,0.4445784719866716,-0.31118286350603724,0.6965617144562734,-0.7174318394896462,-0.7721779512170808,1,64,13,8,7,8,9
0,3,3,0.534652947807237,0.15941600772637787,0.02816534963591646,-0.17752852331720548,0.2878075496884328,1,54,5,2,8,9,8
NA,NA,NA,NA,NA,NA,NA,NA,1,18,3,8,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,0,29,5,10,NA,NA,NA
0,3,3,-0.005793907116155319,-0.19353314569793348,0.12365054461025315,0.4703554560897234,-0.6838458261416214,1,30,5,5,3,10,6
0,3,3,0.08428056870441007,0.04176628991827409,0.6010765194819366,0.5783361193242116,-0.7721779512170808,0,58,10,5,7,7,6
-1,2,3,0.8048763752689332,NA,NA,NA,NA,0,71,8,5,10,10,8
NA,3,NA,NA,NA,NA,NA,NA,1,21,9,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,43,3,NA,NA,NA,NA
0,3,3,0.534652947807237,0.39471544334258546,0.6010765194819366,0.14641346638625896,-0.06552095061340506,0,62,13,3,10,8,7
0,3,3,0.08428056870441007,-0.19353314569793348,-0.16280504031275692,0.03843280315177083,-0.24218520076432398,1,50,12,4,8,6,6
0,4,4,0.4445784719866716,0.39471544334258546,-0.16280504031275692,-0.17752852331720548,-0.24218520076432398,0,55,13,3,9,9,6
NA,NA,NA,NA,NA,NA,NA,NA,0,40,9,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,37,10,10,NA,NA,NA
-1,2,3,-0.18594285875728608,-0.0758834278898297,-0.06731984533842024,-0.06954786008271732,0.022811174462054412,0,44,5,5,6,5,6
NA,NA,NA,NA,NA,NA,NA,NA,0,59,5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,52,9,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,20,9,3,NA,NA,NA
0,3,3,-0.005793907116155319,0.15941600772637787,-0.2582902352870936,-0.06954786008271732,-0.5955137010661619,0,47,10,3,5,6,8
0,3,3,-1.1767620927835054,-0.5464822991222449,-0.449260625235767,-0.17752852331720548,0.4644717998393518,1,74,3,6,3,2,1
0,4,4,-0.18594285875728608,-0.6641320169303486,-0.449260625235767,-0.3934898497861818,0.37613967476389226,1,63,10,2,5,4,8
1,3,2,0.08428056870441007,0.5123651611506892,0.31462093455892653,-0.3934898497861818,0.022811174462054412,0,44,10,NA,7,6,7
NA,NA,NA,NA,NA,NA,NA,NA,1,44,5,8,NA,NA,NA
0,4,4,0.08428056870441007,0.27706572553448167,-0.06731984533842024,0.03843280315177083,-0.33051732583978344,1,47,13,3,8,6,6
0,3,3,0.08428056870441007,-0.0758834278898297,0.31462093455892653,0.3623747928552353,0.4644717998393518,1,52,13,4,7,6,7
0,3,3,NA,0.5123651611506892,NA,-0.2855091865516936,NA,0,72,7,8,NA,NA,9
NA,3,NA,NA,NA,NA,NA,NA,1,37,10,5,NA,NA,NA
0,2,2,0.26442952034554085,0.7476645967668968,-0.2582902352870936,0.7942974457931878,0.37613967476389226,0,18,9,7,10,7,5
1,4,3,-0.5462407620395476,0.15941600772637787,-1.4041125749791339,0.6863167825586997,-0.06552095061340506,0,53,3,8,0,10,3
NA,NA,2,-0.636315237860113,-0.5464822991222449,0.6965617144562734,-0.6094511762551581,0.37613967476389226,1,63,5,NA,2,5,5
NA,NA,3,-0.0958683829367207,0.04176628991827409,-0.16280504031275692,-0.17752852331720548,-0.33051732583978344,0,26,7,7,7,5,6
NA,NA,NA,NA,NA,NA,NA,NA,1,37,13,7,NA,NA,NA
0,3,3,0.8048763752689332,0.04176628991827409,0.7920469094306101,0.5783361193242116,-0.6838458261416214,1,48,13,NA,10,10,8
0,3,3,0.6247274236278024,-0.0758834278898297,0.41010612953326325,-0.17752852331720548,0.022811174462054412,1,32,12,3,7,10,9
0,2,2,-0.7263897136806784,0.04176628991827409,-0.3537754302614303,-0.7174318394896462,-0.06552095061340506,1,33,8,8,1,4,6
0,2,2,0.17435504452497544,-0.19353314569793348,-0.06731984533842024,0.03843280315177083,-0.24218520076432398,0,56,5,5,7,8,6
0,1,1,0.26442952034554085,-0.19353314569793348,0.12365054461025315,0.14641346638625896,-0.6838458261416214,0,45,13,5,7,8,7
0,3,3,0.26442952034554085,-0.31118286350603724,-0.7357162101587771,0.14641346638625896,0.5528039249148112,1,19,9,7,6,8,8
NA,NA,NA,NA,NA,NA,NA,NA,1,70,5,10,NA,NA,NA
NA,4,NA,NA,NA,NA,NA,NA,1,68,5,0,NA,NA,NA
0,3,3,-0.45616628621898225,0.15941600772637787,-0.2582902352870936,-0.5014705130206699,-0.5071815759907023,1,44,12,8,3,5,6
NA,3,NA,NA,NA,NA,NA,NA,1,46,5,9,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,51,10,7,NA,NA,NA
0,2,2,-0.3660918103984169,-0.0758834278898297,-0.449260625235767,-0.2855091865516936,0.6411360499902706,1,54,5,4,5,5,5
0,3,3,-0.2760173345778515,0.27706572553448167,0.21913573958458984,0.3623747928552353,-0.15385307568886453,0,40,5,5,3,7,6
NA,NA,4,NA,NA,0.6010765194819366,-0.7174318394896462,1.4361251756694058,0,83,12,5,10,2,NA
0,2,2,-0.5462407620395476,-0.42883258131414104,0.5055913245075999,-0.7174318394896462,0.4644717998393518,0,37,9,6,6,4,3
0,2,2,-0.2760173345778515,0.39471544334258546,-0.3537754302614303,0.03843280315177083,-0.6838458261416214,1,35,5,6,3,6,7
0,3,3,0.4445784719866716,-0.6641320169303486,-0.16280504031275692,0.3623747928552353,0.022811174462054412,0,58,12,0,10,8,6
0,4,4,0.8048763752689332,-0.31118286350603724,0.41010612953326325,-0.8254125027241344,0.906132425216649,1,63,13,7,10,9,9
NA,NA,NA,NA,NA,NA,NA,NA,1,37,13,1,NA,NA,NA
0,3,3,0.4445784719866716,-0.19353314569793348,0.6965617144562734,0.03843280315177083,-0.5071815759907023,1,70,5,5,9,7,8
NA,NA,NA,NA,NA,NA,NA,NA,0,60,12,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,50,5,5,NA,NA,NA
0,2,2,0.17435504452497544,-0.19353314569793348,0.31462093455892653,0.03843280315177083,-0.24218520076432398,0,40,12,5,7,6,8
0,3,3,-0.005793907116155319,0.39471544334258546,-0.06731984533842024,0.25439412962074714,0.022811174462054412,1,31,5,7,4,9,6
0,3,3,-0.005793907116155319,0.04176628991827409,-0.2582902352870936,NA,0.11114329953751388,0,39,13,8,6,6,7
NA,NA,NA,NA,NA,NA,NA,NA,0,56,13,5,NA,NA,NA
NA,3,NA,NA,NA,NA,NA,NA,0,53,3,8,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,20,5,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,36,8,8,NA,NA,NA
NA,2,NA,NA,NA,NA,NA,NA,0,21,5,5,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,59,10,6,NA,NA,NA
1,4,3,0.534652947807237,0.39471544334258546,-0.06731984533842024,-0.3934898497861818,-0.24218520076432398,0,75,5,10,8,8,9
NA,3,NA,NA,NA,NA,NA,NA,0,53,11,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,59,5,7,NA,NA,NA
NA,NA,3,0.7148018994483678,0.04176628991827409,0.31462093455892653,-0.06954786008271732,0.37613967476389226,1,55,9,8,9,9,9
0,3,3,0.26442952034554085,-0.0758834278898297,0.31462093455892653,0.4703554560897234,-0.15385307568886453,1,30,13,8,6,9,7
0,2,2,-0.2760173345778515,0.15941600772637787,-0.6402310151844404,0.4703554560897234,-0.33051732583978344,0,24,11,NA,6,5,5
NA,NA,NA,NA,NA,NA,NA,NA,1,65,10,4,NA,NA,NA
NA,NA,3,-0.0958683829367207,0.15941600772637787,0.12365054461025315,0.7942974457931878,0.37613967476389226,1,25,7,10,3,7,8
NA,3,NA,NA,NA,NA,NA,NA,1,51,3,5,NA,NA,NA
0,4,4,-0.18594285875728608,-0.0758834278898297,0.31462093455892653,0.3623747928552353,-0.15385307568886453,1,62,13,4,0,9,8
0,3,3,0.26442952034554085,0.5123651611506892,0.9830172993792834,0.3623747928552353,-0.7721779512170808,1,30,10,2,6,8,8
NA,NA,NA,NA,NA,NA,NA,NA,0,50,5,5,NA,NA,NA
0,4,4,0.26442952034554085,NA,-0.7357162101587771,0.25439412962074714,0.022811174462054412,1,63,5,2,8,8,6
0,4,4,0.985025326910064,-1.01708117035466,0.21913573958458984,0.4703554560897234,1.082796675367568,1,20,9,1,10,10,10
0,3,3,-0.636315237860113,0.15941600772637787,-0.3537754302614303,0.3623747928552353,0.37613967476389226,0,29,10,7,2,5,5
0,3,3,0.26442952034554085,NA,-0.5447458202101036,-0.3934898497861818,0.5528039249148112,1,64,13,5,8,6,8
0,3,3,0.26442952034554085,0.04176628991827409,-0.9266866001074505,-0.17752852331720548,-0.15385307568886453,1,34,9,7,8,8,6
0,2,2,0.08428056870441007,0.04176628991827409,0.21913573958458984,-0.2855091865516936,0.19947542461297335,0,59,9,NA,5,5,10
0,3,3,-0.005793907116155319,0.04176628991827409,-0.7357162101587771,-0.8254125027241344,-0.06552095061340506,0,70,9,5,8,6,5
0,3,3,0.35450399616610623,0.7476645967668968,-0.3537754302614303,0.6863167825586997,-0.06552095061340506,1,59,5,10,9,8,6
0,3,3,0.08428056870441007,0.04176628991827409,0.21913573958458984,-0.5014705130206699,-0.24218520076432398,1,62,4,6,8,6,6
0,3,3,-0.005793907116155319,0.04176628991827409,-0.2582902352870936,-0.06954786008271732,-0.06552095061340506,0,67,13,2,5,6,8
0,2,2,-0.9966131411423745,-0.31118286350603724,0.6965617144562734,0.3623747928552353,-0.24218520076432398,0,63,4,4,1,4,3
NA,NA,4,-0.2760173345778515,0.15941600772637787,0.8875321044049467,0.25439412962074714,-0.5955137010661619,1,56,13,7,6,5,5
0,2,2,-0.45616628621898225,0.27706572553448167,-0.6402310151844404,0.03843280315177083,-0.4188494509152429,1,49,11,3,2,6,6
0,3,3,-0.18594285875728608,0.04176628991827409,0.21913573958458984,0.3623747928552353,0.2878075496884328,0,57,12,5,8,4,5
NA,NA,2,-1.3569110444246362,-1.01708117035466,-1.2131421850304607,-0.9333931659586225,-0.24218520076432398,0,65,7,5,0,4,0
NA,NA,NA,NA,NA,NA,NA,NA,1,53,5,NA,NA,NA,NA
0,3,3,-1.3569110444246362,0.5123651611506892,-0.5447458202101036,0.3623747928552353,-0.33051732583978344,0,30,7,5,0,3,1
NA,4,NA,NA,NA,NA,NA,NA,0,58,11,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,38,NA,NA,NA,NA,NA
0,3,3,-0.005793907116155319,0.39471544334258546,0.6965617144562734,-0.3934898497861818,0.11114329953751388,0,46,12,6,3,8,8
0,3,3,-0.2760173345778515,-0.19353314569793348,-0.16280504031275692,0.14641346638625896,0.2878075496884328,0,68,13,5,6,5,5
0,2,2,-0.0958683829367207,-0.0758834278898297,-0.2582902352870936,-0.06954786008271732,0.19947542461297335,0,52,7,5,6,8,4
0,2,2,-0.2760173345778515,-0.5464822991222449,-0.9266866001074505,-1.149354492427599,-0.7721779512170808,1,49,5,NA,0,8,8
1,3,2,0.8048763752689332,0.39471544334258546,0.12365054461025315,-1.0413738291931107,1.1711288004430276,1,35,12,3,8,10,10
0,2,2,-0.18594285875728608,0.5123651611506892,-0.06731984533842024,-0.3934898497861818,0.19947542461297335,0,52,5,8,3,7,7
NA,NA,NA,NA,NA,NA,NA,NA,1,29,9,7,NA,NA,NA
0,3,3,-0.005793907116155319,0.630014878958793,-0.06731984533842024,-0.06954786008271732,-0.6838458261416214,1,72,13,8,8,5,6
1,2,1,0.17435504452497544,-0.19353314569793348,-0.6402310151844404,-0.8254125027241344,-0.06552095061340506,1,47,13,7,7,8,6
NA,NA,NA,NA,NA,NA,NA,NA,0,56,5,6,NA,NA,NA
0,4,4,0.35450399616610623,-0.42883258131414104,0.31462093455892653,-0.3934898497861818,-0.15385307568886453,1,46,5,3,7,8,8
0,3,3,-0.18594285875728608,-0.19353314569793348,-0.8312014051331138,-0.2855091865516936,0.5528039249148112,1,60,13,7,7,5,5
0,4,4,0.08428056870441007,0.39471544334258546,0.6010765194819366,-0.6094511762551581,-0.06552095061340506,1,51,10,7,3,8,9
0,4,4,-0.5462407620395476,-0.31118286350603724,0.02816534963591646,-0.2855091865516936,-0.5955137010661619,1,74,10,8,10,2,1
-1,3,4,0.534652947807237,0.39471544334258546,0.21913573958458984,0.4703554560897234,-0.6838458261416214,1,58,12,6,9,8,8
0,3,3,0.985025326910064,0.7476645967668968,0.12365054461025315,0.3623747928552353,-0.33051732583978344,0,66,13,0,10,10,10
NA,NA,4,0.35450399616610623,-0.0758834278898297,0.31462093455892653,0.03843280315177083,-0.15385307568886453,1,66,7,7,5,9,9
0,2,2,-0.7263897136806784,-0.19353314569793348,-0.06731984533842024,-0.17752852331720548,-0.06552095061340506,0,40,9,6,3,4,4
NA,3,NA,NA,NA,NA,NA,NA,0,43,5,2,NA,NA,NA
NA,NA,2,-0.005793907116155319,0.04176628991827409,0.02816534963591646,0.03843280315177083,-0.15385307568886453,0,53,5,5,4,8,7
1,2,1,0.8048763752689332,-0.42883258131414104,0.12365054461025315,0.5783361193242116,0.2878075496884328,1,55,13,8,10,9,9
NA,NA,NA,NA,NA,NA,NA,NA,0,57,12,3,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,42,7,7,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,35,5,5,NA,NA,NA
NA,NA,3,-0.636315237860113,-0.6641320169303486,-0.3537754302614303,0.3623747928552353,0.022811174462054412,0,37,13,3,4,4,4
0,4,4,-0.0958683829367207,-0.5464822991222449,0.12365054461025315,-0.9333931659586225,-0.4188494509152429,1,36,12,4,6,7,5
0,4,4,-0.3660918103984169,-1.01708117035466,-0.3537754302614303,-0.7174318394896462,0.11114329953751388,1,78,12,4,5,5,5
0,2,2,-0.7263897136806784,0.27706572553448167,0.6965617144562734,0.25439412962074714,-0.5955137010661619,1,37,5,5,0,6,5
NA,NA,NA,NA,NA,NA,NA,NA,0,68,5,5,NA,NA,NA
0,2,2,-0.3660918103984169,-0.6641320169303486,-0.449260625235767,0.14641346638625896,0.022811174462054412,1,38,11,9,4,5,6
0,4,4,-0.8164641895012438,-0.6641320169303486,-1.2131421850304607,-0.17752852331720548,0.8178003001411897,1,46,9,10,1,3,6
0,4,4,0.08428056870441007,-0.19353314569793348,0.12365054461025315,0.3623747928552353,-0.5071815759907023,1,18,3,8,6,7,7
-1,3,4,-0.0958683829367207,0.5123651611506892,-0.06731984533842024,0.6863167825586997,-0.7721779512170808,0,77,NA,8,8,5,5
0,3,3,0.35450399616610623,-0.31118286350603724,0.5055913245075999,0.03843280315177083,-0.15385307568886453,1,60,12,7,9,6,8
NA,NA,3,-0.8164641895012438,0.7476645967668968,-0.16280504031275692,-0.5014705130206699,0.4644717998393518,0,62,5,5,5,2,3
NA,NA,3,-0.0958683829367207,0.27706572553448167,-0.2582902352870936,0.25439412962074714,0.022811174462054412,1,63,10,9,5,8,5
0,3,3,0.985025326910064,0.7476645967668968,0.6010765194819366,0.25439412962074714,0.19947542461297335,1,29,13,5,10,10,10
-1,1,2,-0.0958683829367207,0.04176628991827409,0.31462093455892653,-0.5014705130206699,-0.9488422013679997,1,22,5,5,3,7,8
0,3,3,-0.7263897136806784,0.7476645967668968,-0.16280504031275692,0.25439412962074714,-0.15385307568886453,1,75,10,10,5,6,0
NA,NA,NA,NA,NA,NA,NA,NA,1,23,5,5,NA,NA,NA
0,4,4,-0.18594285875728608,-0.31118286350603724,0.5055913245075999,0.4703554560897234,-0.33051732583978344,0,72,10,10,1,9,7
0,3,3,0.7148018994483678,0.5123651611506892,-0.5447458202101036,0.4703554560897234,0.2878075496884328,0,54,5,2,10,9,8
0,3,3,-0.005793907116155319,-1.1347308881627638,0.02816534963591646,-0.5014705130206699,0.022811174462054412,1,26,10,8,7,7,5
0,4,4,0.26442952034554085,0.39471544334258546,-0.16280504031275692,0.6863167825586997,-0.06552095061340506,1,68,13,0,10,5,7
1,2,1,0.26442952034554085,-0.31118286350603724,0.12365054461025315,0.03843280315177083,-0.24218520076432398,0,27,8,5,8,8,6
0,3,3,0.7148018994483678,0.7476645967668968,0.8875321044049467,0.5783361193242116,-0.5071815759907023,0,19,3,8,10,9,8
NA,NA,3,-0.0958683829367207,0.15941600772637787,0.12365054461025315,-0.5014705130206699,-0.5955137010661619,1,30,12,5,6,6,6
NA,NA,2,0.17435504452497544,-0.6641320169303486,-0.6402310151844404,-1.0413738291931107,-0.15385307568886453,1,48,13,6,5,8,8
0,4,4,-0.2760173345778515,-0.0758834278898297,0.21913573958458984,-1.365315818896575,0.7294681750657301,1,70,5,7,6,5,5
