election,placebo,pintr,pintr_placebo,male,age,edu,ideology,O_sd,C_sd,E_sd,A_sd,N_sd,p09c64,p09c69
NA,NA,1,2,1,26,1,7,0.4559244508871063,-0.7874992203529724,-1.2241357272765672,0.06227540579901044,-0.867520539561751,10,6
NA,1,2,6,0,52,4,7,-0.21396952712074355,0.523953664537635,0.7653048211735893,0.5928454749418971,-0.43236252201148023,8,3
NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,86,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,5,0,76,5,9,0.857860837691816,-0.4596359991303204,-0.030471398206473158,-0.6451513530581715,-0.28730984949472316,9,10
NA,NA,7,7,0,64,10,3,0.4559244508871063,0.03215883270365715,-0.4283595078965045,-0.2914379736295805,0.0027954955387905684,8,8
NA,NA,NA,NA,1,69,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,0,67,7,3,0.18796685968396615,-0.7874992203529724,-0.6936182476898587,-0.6451513530581715,-0.28730984949472316,10,4
NA,NA,0,0,0,55,4,NA,-0.07999073151917374,0.19609044331498324,0.6326754512769124,0.4159887852276018,0.0027954955387905684,8,4
NA,NA,0,0,1,64,4,5,0.18796685968396615,0.523953664537635,-0.4283595078965045,0.4159887852276018,0.1478481680555473,6,8
NA,NA,4,5,1,47,4,NA,0.5899032464886761,-0.4596359991303204,-0.2957301379998273,-0.822008042772467,-0.43236252201148023,7,10
NA,NA,NA,NA,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,10,1,36,10,3,-0.6159059139254536,-0.1317727779076686,-0.6936182476898587,0.2391320955133061,0.1478481680555473,4,4
1,NA,6,7,0,33,10,3,-0.21396952712074355,-0.1317727779076686,-0.2957301379998273,-0.2914379736295805,0.0027954955387905684,5,6
0,NA,5,5,0,43,6,2,-0.34794832272231363,-0.7874992203529724,0.6326754512769124,0.06227540579901044,-0.28730984949472316,4,6
NA,NA,NA,NA,1,40,8,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,5,5,0,56,4,NA,0.9918396332933861,0.523953664537635,0.3674167114835582,-0.2914379736295805,-0.43236252201148023,10,10
NA,NA,NA,NA,1,56,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,8,1,61,10,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,0,0,0,58,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,1,67,7,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,8,6,0,54,4,7,-0.7498847095270236,0.19609044331498324,-1.09150635737989,0.2391320955133061,0.5830061856058181,5,2
NA,NA,6,3,1,49,9,6,-0.4819271183238836,0.19609044331498324,-0.8262476175865359,0.06227540579901044,0.2929008405723043,6,3
NA,NA,5,6,0,44,8,5,0.18796685968396615,0.523953664537635,0.7653048211735893,0.4159887852276018,-0.43236252201148023,9,5
1,NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,0,56,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,0,5,1,80,4,6,-0.6159059139254536,-0.7874992203529724,-0.5609888777931816,1.1234155440847837,-0.14225717697796647,8,0
1,NA,0,5,0,72,5,NA,-0.21396952712074355,0.03215883270365715,0.234787341586881,1.1234155440847837,1.018164203156089,7,4
1,NA,5,NA,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,5,0,78,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,6,0,52,10,3,-0.6159059139254536,0.19609044331498324,-0.16310076810315038,0.06227540579901044,0.2929008405723043,6,2
NA,NA,6,5,1,51,10,3,0.5899032464886761,0.19609044331498324,0.234787341586881,0.2391320955133061,0.0027954955387905684,7,10
NA,NA,NA,4,1,21,1,2,0.32194565528553626,0.03215883270365715,-0.16310076810315038,-0.11458128391528485,-0.28730984949472316,8,7
NA,NA,7,7,1,20,1,5,0.32194565528553626,-0.6235676097416465,0.5000460813802351,-0.4682946633438758,0.43795351308906133,8,7
NA,NA,NA,2,1,18,0,3,-0.4819271183238836,-0.29570438851899467,0.5000460813802351,-0.11458128391528485,-0.5774151945282371,4,5
NA,NA,3,4,1,18,0,5,0.05398806408239635,0.03215883270365715,0.234787341586881,0.4159887852276018,0.0027954955387905684,8,5
NA,NA,2,0,0,18,0,5,-0.7498847095270236,0.19609044331498324,0.234787341586881,-0.2914379736295805,0.2929008405723043,5,2
NA,0,7,7,1,70,7,8,0.18796685968396615,0.523953664537635,-0.16310076810315038,-0.2914379736295805,-0.28730984949472316,7,7
NA,NA,NA,NA,0,65,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2,NA,0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,NA,1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,4,0,81,2,5,-0.6159059139254536,-0.29570438851899467,-0.030471398206473158,-0.4682946633438758,-0.43236252201148023,5,3
NA,NA,NA,NA,1,70,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2,0,77,4,3,0.05398806408239635,-0.6235676097416465,-0.5609888777931816,0.06227540579901044,-1.1576258845952647,5,8
NA,NA,0,4,0,69,5,3,0.18796685968396615,0.19609044331498324,-0.4283595078965045,0.2391320955133061,-0.14225717697796647,7,7
NA,NA,3,2,1,74,4,NA,-0.07999073151917374,0.03215883270365715,-0.2957301379998273,-0.11458128391528485,-0.28730984949472316,9,3
NA,NA,5,4,0,72,1,NA,0.05398806408239635,-0.6235676097416465,-0.8262476175865359,0.06227540579901044,-0.43236252201148023,8,5
NA,NA,NA,NA,1,45,4,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,0,0,0,49,4,NA,-0.34794832272231363,-0.9514308309642983,0.5000460813802351,-0.822008042772467,-0.43236252201148023,2,8
NA,NA,0,0,0,18,0,7,-0.07999073151917374,-0.9514308309642983,0.3674167114835582,-0.11458128391528485,-0.722467867044994,5,7
NA,NA,NA,NA,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,8,1,51,10,6,-0.21396952712074355,0.03215883270365715,-1.2241357272765672,-0.2914379736295805,0.2929008405723043,7,4
NA,NA,7,7,0,47,10,4,-0.07999073151917374,0.19609044331498324,0.234787341586881,0.06227540579901044,-0.43236252201148023,5,7
NA,NA,4,6,0,17,1,NA,-0.34794832272231363,-1.443225662798276,0.234787341586881,-0.11458128391528485,-0.43236252201148023,3,7
NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,0,56,1,NA,-0.34794832272231363,-0.4596359991303204,-0.4283595078965045,-0.6451513530581715,-0.867520539561751,10,0
NA,NA,0,6,1,61,1,NA,-0.4819271183238836,-0.29570438851899467,0.10215797169020377,0.2391320955133061,-0.5774151945282371,5,4
NA,NA,8,NA,1,27,6,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,3,0,70,2,5,-0.34794832272231363,0.03215883270365715,-0.8262476175865359,-0.6451513530581715,-0.5774151945282371,6,4
NA,NA,8,8,1,71,4,5,0.18796685968396615,0.8518168857602868,0.234787341586881,0.2391320955133061,0.0027954955387905684,8,6
NA,NA,5,7,0,68,4,3,-0.34794832272231363,-0.1317727779076686,-0.6936182476898587,0.06227540579901044,0.1478481680555473,5,5
NA,NA,4,5,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,7,0,39,10,5,-0.21396952712074355,0.19609044331498324,-1.09150635737989,-0.9988647324867624,-0.43236252201148023,3,8
NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,4,1,47,10,NA,0.7238820420902462,-0.4596359991303204,-0.030471398206473158,0.06227540579901044,0.1478481680555473,8,10
NA,NA,3,4,0,41,10,7,-0.4819271183238836,-0.1317727779076686,0.5000460813802351,0.06227540579901044,-0.28730984949472316,6,3
NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,50,1,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,6,6,1,50,4,5,0.05398806408239635,0.360022053926309,-0.16310076810315038,-0.11458128391528485,0.0027954955387905684,7,6
NA,NA,NA,NA,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,7,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,2,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,5,0,44,4,5,-0.21396952712074355,-0.1317727779076686,0.6326754512769124,-0.2914379736295805,-0.867520539561751,6,5
NA,NA,6,7,1,41,8,6,0.05398806408239635,-0.7874992203529724,-0.5609888777931816,-0.11458128391528485,-0.28730984949472316,7,6
NA,NA,NA,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,9,7,0,62,1,0,0.18796685968396615,0.03215883270365715,0.234787341586881,0.06227540579901044,0.7280588581225751,6,8
NA,NA,7,7,1,61,10,4,-0.07999073151917374,0.03215883270365715,-0.4283595078965045,-0.2914379736295805,-0.14225717697796647,6,6
NA,NA,3,8,0,60,5,5,0.4559244508871063,0.19609044331498324,-0.6936182476898587,0.4159887852276018,-0.14225717697796647,8,8
NA,1,6,7,1,65,4,6,0.18796685968396615,-0.1317727779076686,-0.4283595078965045,-0.4682946633438758,-0.14225717697796647,8,6
NA,NA,NA,NA,0,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,0,85,1,3,0.32194565528553626,-0.7874992203529724,-0.16310076810315038,0.7697021646561928,-0.43236252201148023,5,10
NA,NA,8,8,0,73,6,6,-0.4819271183238836,0.523953664537635,-0.5609888777931816,-0.4682946633438758,-0.43236252201148023,7,2
1,1,6,7,1,40,10,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,38,10,5,0.857860837691816,-0.6235676097416465,-0.9588769874832129,-0.2914379736295805,0.7280588581225751,10,9
NA,NA,5,5,0,41,10,6,0.5899032464886761,0.19609044331498324,0.10215797169020377,0.4159887852276018,0.2929008405723043,8,9
NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,4,3,0,45,2,5,-0.07999073151917374,0.03215883270365715,-0.16310076810315038,-0.2914379736295805,0.2929008405723043,7,5
NA,NA,9,9,1,30,10,8,0.05398806408239635,-0.29570438851899467,0.5000460813802351,0.06227540579901044,0.8731115306393318,7,6
NA,0,5,3,0,33,4,NA,-0.07999073151917374,0.8518168857602868,-0.030471398206473158,0.2391320955133061,-0.43236252201148023,10,2
NA,NA,NA,NA,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,1,53,5,8,-0.4819271183238836,-0.4596359991303204,-0.4283595078965045,-0.11458128391528485,0.43795351308906133,8,1
NA,NA,NA,NA,1,73,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,0,0,67,2,NA,-0.34794832272231363,-0.7874992203529724,-0.4283595078965045,-0.4682946633438758,-0.43236252201148023,4,6
NA,NA,NA,NA,0,92,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,10,1,87,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,9,0,73,2,6,0.5899032464886761,0.19609044331498324,-0.5609888777931816,-0.2914379736295805,-0.14225717697796647,9,8
NA,NA,5,6,0,57,5,NA,-0.21396952712074355,0.523953664537635,0.234787341586881,0.2391320955133061,-0.28730984949472316,6,5
0,NA,2,2,1,38,4,7,-0.4819271183238836,-0.9514308309642983,-0.8262476175865359,-0.822008042772467,0.0027954955387905684,7,2
NA,NA,6,5,1,76,6,5,-0.21396952712074355,-0.6235676097416465,-0.2957301379998273,-0.9988647324867624,-0.5774151945282371,8,3
NA,NA,4,2,0,67,6,3,-0.7498847095270236,-0.7874992203529724,-0.4283595078965045,-0.6451513530581715,-0.43236252201148023,4,3
NA,NA,NA,10,1,78,4,0,0.9918396332933861,0.03215883270365715,0.8979341910702665,0.2391320955133061,-1.1576258845952647,10,10
NA,NA,9,10,1,61,6,4,-0.34794832272231363,0.03215883270365715,-0.5609888777931816,0.06227540579901044,0.43795351308906133,7,3
NA,NA,NA,NA,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,8,0,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,2,0,86,2,NA,-0.6159059139254536,-0.7874992203529724,-0.4283595078965045,0.4159887852276018,0.2929008405723043,6,2
NA,NA,NA,6,0,78,1,4,-0.8838635051285936,0.360022053926309,-0.2957301379998273,0.06227540579901044,-0.14225717697796647,5,1
NA,NA,NA,NA,1,49,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,0,51,4,6,-0.4819271183238836,-0.29570438851899467,-0.8262476175865359,0.06227540579901044,-0.14225717697796647,6,3
NA,NA,4,5,0,23,1,3,-0.34794832272231363,0.03215883270365715,0.234787341586881,0.4159887852276018,-0.14225717697796647,6,4
NA,NA,5,5,0,21,6,5,-0.4819271183238836,-0.9514308309642983,-0.16310076810315038,-0.11458128391528485,-0.14225717697796647,5,4
NA,NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,6,1,71,9,NA,-0.07999073151917374,0.19609044331498324,-0.4283595078965045,0.2391320955133061,0.1478481680555473,8,4
NA,NA,7,7,0,60,2,7,-0.21396952712074355,0.19609044331498324,-0.4283595078965045,-0.11458128391528485,-0.14225717697796647,7,4
NA,NA,8,7,1,47,10,6,-0.7498847095270236,-0.1317727779076686,-0.16310076810315038,0.06227540579901044,0.0027954955387905684,4,3
NA,NA,8,6,0,45,10,5,0.32194565528553626,-0.29570438851899467,0.6326754512769124,-0.4682946633438758,0.2929008405723043,7,8
0,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3,3,0,60,4,5,0.18796685968396615,-0.6235676097416465,0.5000460813802351,0.4159887852276018,0.8731115306393318,7,7
NA,NA,5,6,1,47,4,5,-0.07999073151917374,-0.6235676097416465,-0.6936182476898587,-0.11458128391528485,0.2929008405723043,7,5
NA,NA,2,3,0,47,1,5,-0.4819271183238836,0.19609044331498324,0.234787341586881,0.06227540579901044,0.2929008405723043,5,4
NA,NA,0,NA,0,16,0,NA,0.4559244508871063,-1.7710888840209276,-0.6936182476898587,-0.6451513530581715,0.8731115306393318,7,9
NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,0,74,6,7,0.9918396332933861,0.8518168857602868,-0.2957301379998273,-0.4682946633438758,0.43795351308906133,10,10
NA,NA,NA,8,0,62,6,6,0.05398806408239635,0.360022053926309,-0.6936182476898587,0.4159887852276018,0.0027954955387905684,7,6
NA,NA,0,0,1,76,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,NA,0,73,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,5,0,44,4,2,-0.07999073151917374,-0.4596359991303204,-0.5609888777931816,-0.2914379736295805,0.0027954955387905684,7,5
NA,NA,NA,NA,1,39,7,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,8,8,0,65,4,0,-0.07999073151917374,-0.1317727779076686,0.10215797169020377,-0.11458128391528485,-0.722467867044994,5,7
NA,NA,5,5,0,34,10,2,-0.4819271183238836,0.360022053926309,-0.6936182476898587,0.4159887852276018,0.5830061856058181,4,5
NA,NA,NA,NA,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,0,74,6,4,0.7238820420902462,0.03215883270365715,-0.6936182476898587,0.5928454749418971,0.0027954955387905684,8,10
NA,NA,8,10,1,72,10,3,0.7238820420902462,-0.1317727779076686,0.6326754512769124,-0.11458128391528485,-0.867520539561751,8,10
NA,NA,0,NA,0,44,3,6,0.18796685968396615,0.8518168857602868,-0.5609888777931816,0.06227540579901044,0.1478481680555473,8,6
NA,NA,NA,NA,1,43,4,5,0.5899032464886761,0.19609044331498324,-0.16310076810315038,-0.4682946633438758,0.2929008405723043,7,10
NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,7,0,58,6,NA,0.32194565528553626,-0.4596359991303204,0.5000460813802351,0.7697021646561928,-0.5774151945282371,5,10
NA,NA,10,8,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,5,5,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,80,4,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,6,6,0,80,4,5,0.05398806408239635,0.523953664537635,-0.6936182476898587,-0.2914379736295805,0.0027954955387905684,7,6
NA,NA,0,2,0,40,4,7,-0.34794832272231363,-0.6235676097416465,0.10215797169020377,-0.822008042772467,-0.722467867044994,7,3
NA,NA,NA,NA,1,35,8,NA,-0.4819271183238836,-0.1317727779076686,-0.5609888777931816,0.06227540579901044,0.43795351308906133,8,1
NA,NA,NA,NA,1,60,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,0,59,4,3,-0.07999073151917374,-0.7874992203529724,-0.030471398206473158,-0.6451513530581715,-0.43236252201148023,4,8
NA,NA,NA,NA,0,32,10,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,4,1,27,4,6,0.18796685968396615,0.19609044331498324,-0.4283595078965045,-0.4682946633438758,-0.43236252201148023,6,8
NA,0,2,3,1,37,4,7,0.7238820420902462,-0.29570438851899467,-0.2957301379998273,-0.11458128391528485,0.43795351308906133,8,10
NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,0,43,4,5,0.18796685968396615,0.19609044331498324,0.234787341586881,-0.11458128391528485,0.43795351308906133,6,8
NA,NA,NA,5,1,48,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,5,1,45,4,7,-0.34794832272231363,0.523953664537635,0.8979341910702665,1.1234155440847837,1.018164203156089,10,0
NA,NA,0,0,0,45,4,NA,0.9918396332933861,0.03215883270365715,0.8979341910702665,0.06227540579901044,-0.43236252201148023,10,10
NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,7,1,42,4,8,0.32194565528553626,0.19609044331498324,-0.8262476175865359,0.5928454749418971,0.7280588581225751,7,8
NA,0,0,2,0,35,5,NA,-0.7498847095270236,0.19609044331498324,-0.16310076810315038,-0.11458128391528485,0.2929008405723043,4,3
NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,8,1,73,1,NA,0.05398806408239635,0.03215883270365715,-0.5609888777931816,0.06227540579901044,-0.5774151945282371,4,9
NA,NA,7,7,0,73,7,2,-0.7498847095270236,-0.4596359991303204,-0.4283595078965045,-0.11458128391528485,-1.0125732120785078,4,3
NA,NA,5,5,0,66,2,5,-0.21396952712074355,-0.1317727779076686,0.234787341586881,-0.11458128391528485,0.1478481680555473,7,4
NA,1,8,7,1,67,4,3,-0.34794832272231363,0.19609044331498324,0.3674167114835582,0.5928454749418971,-0.5774151945282371,5,5
NA,NA,7,6,1,61,1,0,-0.7498847095270236,0.19609044331498324,-0.16310076810315038,0.06227540579901044,-0.28730984949472316,6,1
1,NA,2,1,1,47,10,8,0.7238820420902462,-0.1317727779076686,0.10215797169020377,0.7697021646561928,0.7280588581225751,9,9
NA,NA,0,0,0,34,9,NA,-1.0178423007301636,0.8518168857602868,0.6326754512769124,1.1234155440847837,1.018164203156089,5,0
NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,NA,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,6,NA,1,49,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,5,0,47,4,NA,0.18796685968396615,0.03215883270365715,0.10215797169020377,-0.11458128391528485,-0.28730984949472316,7,7
NA,NA,3,3,1,23,6,7,-0.07999073151917374,-0.7874992203529724,-0.6936182476898587,-0.4682946633438758,0.0027954955387905684,6,6
NA,NA,0,0,0,21,0,5,-0.4819271183238836,-0.1317727779076686,-0.4283595078965045,0.2391320955133061,-0.28730984949472316,5,4
1,NA,2,5,1,18,0,5,-0.4819271183238836,-0.29570438851899467,0.10215797169020377,0.2391320955133061,0.0027954955387905684,5,4
NA,NA,5,6,0,39,4,0,-0.21396952712074355,-0.4596359991303204,-0.9588769874832129,-1.1757214222010581,-0.5774151945282371,4,7
0,NA,9,9,1,39,10,3,-1.1518210963317335,-0.1317727779076686,-0.5609888777931816,0.2391320955133061,0.43795351308906133,3,1
NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,4,3,1,49,4,5,-0.34794832272231363,-0.29570438851899467,-0.8262476175865359,-0.4682946633438758,-0.14225717697796647,7,3
NA,NA,NA,NA,0,46,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,8,9,0,71,4,4,-0.4819271183238836,0.03215883270365715,-0.16310076810315038,0.06227540579901044,-0.43236252201148023,7,2
NA,NA,5,6,1,68,10,5,-0.07999073151917374,0.6878852751489608,-0.4283595078965045,-0.4682946633438758,-0.5774151945282371,8,4
NA,NA,0,NA,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,2,2,0,79,4,NA,0.05398806408239635,0.360022053926309,0.3674167114835582,1.1234155440847837,-0.14225717697796647,6,7
NA,1,5,4,1,48,4,0,-0.6159059139254536,-0.7874992203529724,-0.8262476175865359,-0.11458128391528485,0.0027954955387905684,6,2
NA,NA,0,0,0,38,4,6,-1.0178423007301636,0.19609044331498324,-0.2957301379998273,-0.11458128391528485,0.43795351308906133,3,2
NA,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,7,5,1,42,9,8,-0.4819271183238836,0.03215883270365715,0.10215797169020377,-0.2914379736295805,0.5830061856058181,7,2
0,NA,1,0,0,40,4,5,-0.7498847095270236,0.03215883270365715,-0.030471398206473158,-0.4682946633438758,0.1478481680555473,5,2
NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,10,0,87,0,3,0.32194565528553626,-0.9514308309642983,-0.5609888777931816,1.1234155440847837,-1.3026785571120216,5,10
NA,NA,5,5,0,68,6,6,-0.07999073151917374,0.6878852751489608,-0.8262476175865359,1.1234155440847837,-0.28730984949472316,5,7
NA,NA,0,0,0,84,1,NA,0.18796685968396615,-0.7874992203529724,-0.16310076810315038,1.1234155440847837,-0.14225717697796647,9,5
NA,1,10,10,1,73,8,5,0.857860837691816,0.360022053926309,0.10215797169020377,0.2391320955133061,-0.14225717697796647,10,9
NA,1,5,8,0,73,7,5,0.7238820420902462,0.03215883270365715,-0.4283595078965045,0.5928454749418971,0.0027954955387905684,8,10
NA,NA,5,7,1,60,4,6,0.9918396332933861,0.8518168857602868,-0.4283595078965045,1.1234155440847837,0.5830061856058181,10,10
NA,NA,8,8,0,41,4,6,-0.21396952712074355,0.03215883270365715,-0.030471398206473158,-0.2914379736295805,0.0027954955387905684,5,6
NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
